,Postcode,2021,2022,2023,2024,2025
0,3000,29606.0,34652.148872180405,34971.41804511273,35245.061612529295,35473.079574430085
1,3002,4962.0,5061.845112781948,4939.852221462741,4800.901055009056,4644.991613420894
2,3004,27527.0,29085.787969924797,29126.361312371813,29134.86853101129,29111.309625843227
3,3005,15942.0,19000.42857142857,20361.246753246756,21767.776962168267,23220.01919819311
4,3008,15942.0,19000.42857142857,20361.246753246756,21767.776962168267,23220.01919819311
5,3010,24644.0,29590.30375939848,30031.56582365001,30444.160557520256,30828.08796100921
6,3011,26784.0,29501.42406015036,30171.212440191368,30855.312062765584,31553.722927873016
7,3012,74475.0,79922.82857142852,81115.61818181812,82323.80079051376,83547.37639751544
8,3013,25017.0,26380.92481203005,26633.85235816812,26882.7126214746,27127.50560194949
9,3015,34071.0,35907.94586466165,36491.52330827067,37091.09088531604,37706.64859579778
10,3016,35059.0,36627.11578947365,36991.94996582362,37354.49462391152,37714.74976373736
11,3018,13652.0,14397.294736842086,14676.081613123695,14970.08338435018,15279.300050521531
12,3019,19361.0,20770.04360902254,21091.95939849622,21404.813432791445,21708.605711908203
13,3020,48113.0,51949.458646616506,52555.33697881062,53166.03194745752,53781.543552557225
14,3021,65790.0,69383.40150375936,70008.27464114828,70674.56520550384,71382.273196826
15,3022,7595.0,8305.093233082698,8373.583595352005,8439.440595560034,8502.664233706782
16,3023,79527.0,79049.79248120295,80646.20082023233,82196.21824125524,83699.84474427167
17,3024,17836.0,15913.514285714304,18019.067532467558,20263.423150762308,22646.58114059856
18,3025,34071.0,35907.94586466165,36491.52330827067,37091.09088531604,37706.64859579778
19,3026,11643.0,13990.327819548877,15064.653588516749,16196.209379179176,17384.995191536153
20,3027,11643.0,13990.327819548877,15064.653588516749,16196.209379179176,17384.995191536153
21,3028,35310.0,38528.60300751877,39458.52590567325,40430.21702873783,41443.676376712494
22,3029,72487.0,72258.12481203006,75165.04456596033,78249.69545603135,81512.07748224313
23,3030,16985.0,17186.703759398493,18111.4956937799,19091.14090760497,20125.63940087372
24,3031,9268.0,10353.085714285704,10311.85974025973,10254.55640880857,10181.175719932226
25,3032,37256.0,39870.95639097741,40039.066575529694,40160.056132425874,40233.92506166597
26,3033,16116.0,16913.83157894736,17124.13889268625,17345.729394632814,17578.60308478705
27,3036,25796.0,25889.31578947366,25540.947368421024,25166.196261404468,24765.06246842399
28,3037,70084.0,70812.13082706758,69750.15092276134,68501.80619334886,67067.09663883015
29,3038,30264.0,30262.29022556389,29821.19015721119,29351.532657731263,28853.31772712411
30,3039,16406.0,16877.371428571412,17166.82077922076,17463.657481648763,17767.881535855424
31,3040,7520.0,7939.867669172924,8094.322488038269,8253.668804422112,8417.906618324456
32,3041,10108.0,10501.652631578936,10615.903349282284,10732.819346785924,10852.400624089854
33,3042,24353.0,25641.86015037593,26045.481749829105,26470.136960979507,26915.82578382714
34,3043,33404.0,34691.891729323295,34966.03362952835,35265.34326131532,35589.82062468421
35,3044,18974.0,20336.357894736822,20728.159398496224,21132.115973728767,21548.227620434467
36,3045,129.0,152.0270676691727,148.68639781271338,144.9458052245235,140.8052899046031
37,3047,48504.0,51391.39548872179,51986.11633629527,52612.67016553239,53271.05697643316
38,3048,53724.0,56024.42857142851,57245.05194805187,58515.31394692256,59835.21456804057
39,3049,33256.0,34540.51879699244,34708.55639097739,34890.67969330435,35086.88870397331
40,3050,7446.0,8600.524812030068,8764.026384142166,8925.986365122284,9086.40475497042
41,3052,21945.0,23608.306766917274,23853.64497607653,24092.30147106895,24324.27625189453
42,3053,17198.0,20989.778947368413,21267.53943950785,21518.17419239798,21741.6832060388
43,3054,21258.0,22906.087218045097,23431.67204374571,23972.43262504084,24528.368961930493
44,3055,14499.0,15007.78195488721,15089.618591934372,15166.315105946676,15237.871496924115
45,3057,12963.0,14196.132330827058,14774.9892002734,15375.642883889552,15998.093381675517
46,3058,18974.0,20336.357894736822,20728.159398496224,21132.115973728767,21548.227620434467
47,3059,22391.0,23398.29323308269,24634.464114832525,25927.612024131464,27277.736960979517
48,3060,30448.0,32154.20902255637,32340.85823650031,32525.00128384198,32706.63816458137
49,3061,16255.0,16937.777443609,16927.051811346522,16910.19690332548,16887.212719545867
50,3063,36177.0,36810.189473684186,37951.14244702663,39127.5455377574,40339.39874587651
51,3064,10747.0,10508.5954887218,10854.94490772385,11213.36107462331,11583.843989420184
52,3065,10609.0,11225.589473684204,11205.68270676691,11170.193872031849,11119.122969479024
53,3066,9348.0,10727.604511278185,11126.883663704702,11537.96676275668,11960.853808434113
54,3067,9262.0,11210.742857142854,11868.459740259736,12554.990287972892,13270.334500282324
55,3068,25918.0,27868.557894736827,28566.22173615856,29284.782038099176,30024.238800558684
56,3070,28224.0,29657.47518796992,29872.454135338336,30084.396469434443,30293.30219025824
57,3071,19152.0,20003.461654135328,20129.312235133275,20252.34508009152,20372.56018901006
58,3074,20211.0,21062.15338345863,21050.595215310983,21043.03808731312,21039.48199946503
59,3075,20211.0,21062.15338345863,21050.595215310983,21043.03808731312,21039.48199946503
60,3076,17647.0,17681.96992481201,17458.935748462038,17220.278611548605,16965.99851407171
61,3078,9072.0,9654.01353383458,9743.141900205052,9832.051389342914,9920.74200124817
62,3079,20362.0,20931.646616541344,21029.848940533146,21123.68602335878,21213.157865018264
63,3081,15038.0,15840.018045112767,16055.409979494174,16278.428202918343,16509.07271538528
64,3082,28989.0,29166.497744360877,28773.79453178397,28359.293524324607,27922.994721982777
65,3083,43460.0,45451.22706766911,45271.42406015031,45021.06697970215,44700.15582632463
66,3084,42894.0,44180.969924812,44446.624060150345,44710.0883235757,44971.36271508807
67,3085,45657.0,47313.82857142852,47338.56623376618,47316.98147939012,47249.074308300325
68,3086,10564.0,11055.132330827042,10767.677511961694,10430.315385301166,10043.04595084546
69,3087,28194.0,28723.29022556388,28765.7615857826,28805.692454456253,28843.08283158484
70,3088,75371.0,77015.569924812,77165.7850991114,77305.49532526967,77434.70060328684
71,3089,14539.0,14634.995488721786,14658.355297334225,14673.728776486649,14681.11592617906
72,3090,9522.0,9641.784962406004,9569.412030075177,9481.732134684524,9378.745276234047
73,3091,13095.0,13231.535338345857,13153.478742310312,13060.03009896281,12951.189408303357
74,3093,16658.0,17122.431578947348,17225.793438140783,17331.833177806147,17440.550797943444
75,3094,16658.0,17122.431578947348,17225.793438140783,17331.833177806147,17440.550797943444
76,3095,68351.0,69886.23157894732,70172.58824333554,70475.80686498848,70795.88744390612
77,3096,14539.0,14634.995488721786,14658.355297334225,14673.728776486649,14681.11592617906
78,3097,12109.0,12280.694736842092,12278.569924812016,12275.182311509983,12270.531896936
79,3099,8697.0,8792.305263157888,8754.689815447702,8713.768563701737,8669.541507919988
80,3101,15819.0,17975.96691729322,18629.752699931632,19308.680329281684,20012.749805343377
81,3102,6557.0,6765.224060150369,6761.2929596719,6753.690041308798,6742.415305061063
82,3103,37743.0,38842.4390977443,38936.66015037587,39023.24362090991,39102.189509346405
83,3104,39715.0,41064.71578947363,41307.552563226185,41547.82991470765,41785.54784391802
84,3105,11371.0,11653.523308270656,11677.019275461356,11699.39529852296,11720.651377455466
85,3106,31383.0,32180.88270676689,32271.67928913189,32363.808719426997,32457.2709976522
86,3107,67926.0,70276.64511278193,71338.41326042375,72453.07237064991,73620.6224434604
87,3108,50821.0,52776.00300751877,53847.94928229661,54975.544640256725,56158.789081399096
88,3109,26589.0,27029.72330827067,26989.042652084747,26938.641261255896,26878.519135784118
89,3111,26589.0,27029.72330827067,26989.042652084747,26938.641261255896,26878.519135784118
90,3113,17168.0,17341.563909774413,17293.315105946658,17238.42524294924,17176.89432078216
91,3114,26132.0,26785.258646616523,26845.573342447005,26904.29925406399,26961.43638146748
92,3115,28418.0,28623.72030075186,28436.366097060807,28226.692329638296,27994.69899848432
93,3116,45503.0,47083.92932330822,47717.5490088858,48370.26334809349,49042.07234093131
94,3122,15898.0,17135.92030075187,17391.895967190692,17652.80390501945,17918.644114238148
95,3123,32908.0,34527.7819548872,34785.4757347915,35037.271063033055,35283.167939611856
96,3124,70510.0,74176.81353383453,74538.20943267252,74884.97312847327,75217.10462123678
97,3125,19790.0,21031.612030075183,21386.17894736841,21743.179012749257,22102.61222621771
98,3126,32422.0,33599.267669172885,33550.57703349277,33485.89647240625,33405.225985913334
99,3127,82500.0,86266.99849624053,86548.9149692412,86809.0413444678,87047.37762192031
100,3128,23232.0,24950.81353383457,25701.378263841405,26478.4367083717,27281.988867425454
101,3129,18304.0,19134.064661654127,19299.17580314421,19463.549686469127,19627.186311628862
102,3130,33382.0,34868.38195488721,35178.844565960346,35492.842378673944,35810.37539302801
103,3131,23388.0,24629.83759398495,24917.297197539287,25211.6656542542,25512.942964129677
104,3132,16935.0,17733.076691729315,17928.661244019127,18126.443097863223,18326.4222532616
105,3133,23127.0,23951.60300751877,24142.149282296617,24339.14418853454,24542.587726232538
106,3134,105903.0,108990.43759398493,109644.19849624055,110297.23640524228,110949.55132099015
107,3135,40270.0,42079.60902255635,42741.52836637043,43425.06012065733,44130.20428541704
108,3136,37154.0,38166.51278195487,38439.008475734765,38711.90831228265,38985.21229159853
109,3137,28943.0,29792.70375939849,30018.31387559808,30249.041528722984,30484.886718773207
110,3138,42315.0,43947.43007518793,44673.86425153789,45427.6475318731,46208.77991619358
111,3139,53567.0,54335.71578947366,54576.05905673271,54815.62946298549,55054.427008232
112,3140,43230.0,44691.508270676655,45118.01312371835,45542.136241790206,45963.87762489222
113,3141,6542.0,6878.893233082701,6888.508270676686,6890.817444797758,6885.820755445918
114,3142,13098.0,13375.25112781954,13250.407928913182,13113.676501530494,12965.056845671475
115,3143,28896.0,30997.53533834583,31090.23198906353,31163.480127195413,31217.279752741488
116,3144,43016.0,44635.23458646613,44570.3686944634,44479.42660405952,44362.4083152545
117,3145,73467.0,76674.02406015032,77157.46438824326,77626.36276858144,78080.71920116487
118,3146,83636.0,87361.17293233075,87795.3110047846,88202.89925406392,88583.93768016869
119,3147,44825.0,46675.47067669169,47039.60164046475,47390.27149098036,47727.48022823852
120,3148,19790.0,21031.612030075183,21386.17894736841,21743.179012749257,22102.61222621771
121,3149,35716.0,37114.4691729323,37439.711414900856,37765.154168028734,38090.79743231593
122,3150,64077.0,66077.68421052625,66665.06561859185,67278.03072899631,67916.57954173961
123,3151,10778.0,11002.365413533826,11035.623513328766,11067.809307854606,11098.922797111343
124,3152,45259.0,46654.31127819545,46923.84812030071,47203.56083687474,47493.44942791756
125,3153,60476.0,62781.070676691685,63338.16527682839,63908.96985348742,64493.48440666879
126,3155,12707.0,13295.233082706758,13456.530416951458,13620.60572379564,13787.459003239308
127,3156,51295.0,52379.83458646613,52528.68557758027,52661.65912805724,52778.75523789705
128,3158,9848.0,9957.299248120282,9959.336705399845,9963.209492109698,9968.917608249849
129,3159,19866.0,20187.51127819548,20138.663704716324,20086.27489672797,20030.344854230418
130,3160,19943.0,20243.461654135328,20234.90963773068,20229.20165829592,20226.337715831065
131,3161,22739.0,23840.633082706736,24147.629118250137,24460.73457755056,24779.949460608
132,3162,18232.0,18902.5939849624,19001.678058783316,19094.768314065783,19181.86475080982
133,3163,41572.0,44150.6556390977,44434.774709500976,44695.96308359827,44934.22076138957
134,3166,30898.0,32059.23759398495,32320.759535201625,32575.223644090445,32822.62992065141
135,3167,34910.0,36233.98796992478,36513.57949418999,36797.65204315131,37086.20561680877
136,3169,44978.0,46786.511278195474,47064.637730690345,47340.28280186631,47613.44649172336
137,3170,20078.0,21285.230075187945,21510.646069719725,21734.328164284198,21956.276358881358
138,3171,22537.0,24320.230075187967,24685.607108680782,25057.130535825723,25434.80035662277
139,3172,23292.0,23892.694736842088,23885.29719753928,23867.49738773809,23839.29530743853
140,3174,52896.0,55913.521804511234,56377.03814080651,56852.897399625486,57341.09958096816
141,3175,42474.0,43911.71278195485,44026.20068352696,44139.52751047575,44251.693262801215
142,3177,12061.0,13040.651127819538,13319.701435406683,13609.685084252116,13910.602074355833
143,3178,40623.0,39987.43609022553,39332.24333561172,38604.77746738383,37805.03848554187
144,3179,34835.0,36609.72180451125,37188.308270676665,37796.23483610208,38433.501500787504
145,3180,16733.0,18115.166917293223,18684.204647983588,19283.492074058657,19913.02919551843
146,3181,19460.0,21068.74285714284,21113.19999999997,21139.725465838485,21148.31925465836
147,3182,16085.0,17113.14285714284,17044.41558441557,16959.7250141163,16859.071146245038
148,3183,38824.0,40953.77593984957,41192.04470266569,41420.45959166684,41639.02060685302
149,3184,15041.0,15601.434586466146,15425.431032125747,15222.022086837622,14991.207750601772
150,3185,28117.0,29757.5759398496,29804.696650717677,29835.766988617757,29850.78695354984
151,3186,58154.0,60540.91879699244,60762.99275461376,60962.03949002937,61138.05900323927
152,3187,73600.0,76119.13533834576,76605.76965140112,77064.4890487086,77495.29353026822
153,3188,35924.0,37465.33383458644,37775.31838687625,38080.84185562718,38381.90424083921
154,3189,9198.0,9472.186466165404,9495.491866028697,9508.7936699456,9512.091877916118
155,3191,17518.0,18388.85714285713,18607.5844155844,18828.0880858272,19050.36815358553
156,3192,14124.0,14665.777443609011,14787.350512645236,14910.777930993478,15036.059698653731
157,3193,31642.0,33054.634586466134,33394.93492822963,33738.86601682067,34086.42785223925
158,3194,13304.0,14302.266165413528,14503.582911825011,14709.932734999546,14921.315634937137
159,3195,44047.0,44938.00902255635,45022.484210526265,45063.62375702095,45061.42766204041
160,3196,34405.0,35803.16541353382,36268.93779904304,36743.31997979136,37226.31195577874
161,3197,29474.0,30075.7654135338,30228.94299384822,30379.24646200477,30526.67581800346
162,3198,17359.0,17757.34436090225,17894.17334244702,18035.485815328822,18181.28177954767
163,3199,62521.0,64446.07218045109,64965.19835953516,65506.23793872027,66069.19091800641
164,3200,19665.0,20246.553383458635,20363.52508544086,20489.037635590936,20623.091033908862
165,3201,39621.0,40536.78496240599,40843.64579630893,41137.82247912268,41419.31501084724
166,3202,9198.0,9472.186466165404,9495.491866028697,9508.7936699456,9512.091877916118
167,3204,38499.0,40077.73383458643,40461.70280246065,40834.56980593772,41196.33484501762
168,3206,16023.0,17145.049624060128,17298.000820232373,17443.150031204466,17580.4972569764
169,3207,32315.0,35857.46015037592,37048.52590567325,38244.55751433918,39445.554976373714
170,3211,20850.0,21841.186466165396,22484.9723855092,23150.776730363432,23838.599500728076
171,3212,20850.0,21841.186466165396,22484.9723855092,23150.776730363432,23838.599500728076
172,3215,50460.0,51633.94736842104,52340.15379357483,53077.950726618896,53847.33816755325
173,3216,70272.0,72390.29022556386,74318.48885850987,76303.15942227104,78344.30191684741
174,3217,24079.0,24946.888721804506,25359.928503075866,25769.052150138185,26174.259662991462
175,3218,21244.0,21649.26015037593,21980.203827751186,22328.07609141429,22692.87694136525
176,3219,28879.0,29149.025563909763,29334.757211209828,29524.03740378613,29716.866141638664
177,3220,23883.0,24548.619548872182,24778.357347915247,25016.128134565668,25261.931908823448
178,3221,129144.0,132434.3082706766,135094.1585782637,137827.88293857157,140635.48135160014
179,3222,29929.0,31716.94887218044,32814.05700615173,33954.20187226959,35137.38347053402
180,3223,9450.0,9535.73233082706,9905.851537935738,10291.863550179787,10693.768367559202
181,3224,13213.0,14495.990977443602,14896.91838687627,15305.97759814555,15723.168611251433
182,3228,24617.0,25510.684210526302,26682.23444976076,27893.40961098397,29144.209694195943
183,3230,6189.0,6082.541353383455,6216.364319890632,6356.870932271386,6504.0611905257165
184,3231,6189.0,6082.541353383455,6216.364319890632,6356.870932271386,6504.0611905257165
185,3232,6189.0,6082.541353383455,6216.364319890632,6356.870932271386,6504.0611905257165
186,3235,12771.0,12536.07218045112,12765.951606288438,13006.946577907209,13259.057095307424
187,3240,6582.0,6453.530827067663,6549.587286397807,6650.075645635821,6754.995904781709
188,3241,12771.0,12536.07218045112,12765.951606288438,13006.946577907209,13259.057095307424
189,3242,6582.0,6453.530827067663,6549.587286397807,6650.075645635821,6754.995904781709
190,3285,8871.0,8768.894736842094,8762.684210526304,8758.592023537089,8756.618175874453
191,3286,8871.0,8768.894736842094,8762.684210526304,8758.592023537089,8756.618175874453
192,3289,6264.0,6101.045112781951,6077.057416267938,6053.85509227614,6031.438140806556
193,3292,8871.0,8768.894736842094,8762.684210526304,8758.592023537089,8756.618175874453
194,3293,6264.0,6101.045112781951,6077.057416267938,6053.85509227614,6031.438140806556
195,3294,6264.0,6101.045112781951,6077.057416267938,6053.85509227614,6031.438140806556
196,3300,16548.0,16307.294736842096,16286.964730006825,16268.517602306149,16251.953353740066
197,3301,15135.0,14869.93984962404,14839.741626794235,14812.447115813222,14788.056316681
198,3302,15135.0,14869.93984962404,14839.741626794235,14812.447115813222,14788.056316681
199,3303,8871.0,8768.894736842094,8762.684210526304,8758.592023537089,8756.618175874453
200,3304,8871.0,8768.894736842094,8762.684210526304,8758.592023537089,8756.618175874453
201,3305,20053.0,19997.957894736825,20038.2814764183,20082.88943505005,20131.78177063209
202,3309,8871.0,8768.894736842094,8762.684210526304,8758.592023537089,8756.618175874453
203,3310,8871.0,8768.894736842094,8762.684210526304,8758.592023537089,8756.618175874453
204,3311,8871.0,8768.894736842094,8762.684210526304,8758.592023537089,8756.618175874453
205,3312,17883.0,17621.203007518783,17593.297334244686,17571.23103212575,17555.004101161976
206,3314,6264.0,6101.045112781951,6077.057416267938,6053.85509227614,6031.438140806556
207,3315,15135.0,14869.93984962404,14839.741626794235,14812.447115813222,14788.056316681
208,3317,9012.0,8852.308270676685,8830.613123718378,8812.639008588656,8798.385925287515
209,3318,2748.0,2751.2631578947344,2753.5557074504413,2758.7839163125163,2766.9477844809608
210,3319,2748.0,2751.2631578947344,2753.5557074504413,2758.7839163125163,2766.9477844809608
211,3321,14647.0,14632.636090225553,14947.071907040314,15272.327777942864,15608.403702933205
212,3322,8065.0,8179.105263157888,8397.484620642506,8622.252132307043,8853.407798151493
213,3324,4868.0,5054.801503759398,5167.438277511961,5285.234996582364,5408.191660970608
214,3325,4618.0,4834.4751879699215,4944.908680792887,5060.887152664264,5182.410603584053
215,3328,8065.0,8179.105263157888,8397.484620642506,8622.252132307043,8853.407798151493
216,3329,8065.0,8179.105263157888,8397.484620642506,8622.252132307043,8853.407798151493
217,3330,8065.0,8179.105263157888,8397.484620642506,8622.252132307043,8853.407798151493
218,3331,15798.0,16509.1939849624,17073.033902939158,17649.400612202433,18238.294112752228
219,3332,8065.0,8179.105263157888,8397.484620642506,8622.252132307043,8853.407798151493
220,3333,14402.0,14611.139849624053,14956.765003417626,15315.728651668687,15688.030794377237
221,3334,14402.0,14611.139849624053,14956.765003417626,15315.728651668687,15688.030794377237
222,3335,37636.0,36090.986466165385,37837.65030758712,39598.00112336173,41372.03891348922
223,3337,35834.0,38165.475187969896,39388.20738209157,40627.73469642483,41884.05713096968
224,3340,45895.0,48029.55939849622,49711.82624743675,51460.05407590119,53274.242883889536
225,3341,25045.0,26188.372932330814,27226.85386192753,28309.277345537743,29435.643383161445
226,3342,14402.0,14611.139849624053,14956.765003417626,15315.728651668687,15688.030794377237
227,3345,6337.0,6432.034586466164,6559.280382775118,6693.476519361643,6834.622996225739
228,3350,36131.0,37049.43007518794,38108.74736842102,39203.623251805366,40334.05772534098
229,3351,32404.0,32911.48571428569,33998.568831168806,35130.631055900594,36307.67238848105
230,3352,89644.0,91844.8345864661,94496.2050580997,97253.27911676414,100116.0567624594
231,3355,27390.0,27570.565413533823,27603.9845522898,27627.564587357705,27641.305518737536
232,3356,27463.0,28300.97142857143,30080.176623376625,31944.30559006211,33893.35832862789
233,3357,7232.0,7482.9127819548785,7499.237047163353,7507.006110136992,7506.219970875794
234,3360,9486.0,9889.276691729316,10112.346958304846,10346.122149246628,10590.602264554658
235,3361,4618.0,4834.4751879699215,4944.908680792887,5060.887152664264,5182.410603584053
236,3363,17906.0,18332.35338345863,18622.46274777852,18926.617195161794,19244.816725608463
237,3364,24243.0,24764.3879699248,25181.743130553645,25620.09371452345,26079.439721834213
238,3370,8036.0,8236.392481203007,8330.283937115517,8429.063978127135,8532.732604237866
239,3371,11534.0,11675.93233082706,11777.978810663011,11884.483877678374,11995.447531873147
240,3373,4618.0,4834.4751879699215,4944.908680792887,5060.887152664264,5182.410603584053
241,3374,8465.0,8409.963909774426,8444.413807245375,8483.55804927337,8527.396635858408
242,3375,4618.0,4834.4751879699215,4944.908680792887,5060.887152664264,5182.410603584053
243,3377,20431.0,20465.362406015025,20566.713192071074,20675.54021813425,20791.843484204564
244,3380,8465.0,8409.963909774426,8444.413807245375,8483.55804927337,8527.396635858408
245,3381,8465.0,8409.963909774426,8444.413807245375,8483.55804927337,8527.396635858408
246,3384,15392.0,15228.57142857141,15272.870129870107,15324.599096555592,15383.758328627864
247,3385,14919.0,14842.4887218045,14837.141490088849,14840.212963238122,14851.703141252325
248,3387,11894.0,11789.03157894736,11825.175256322616,11869.179197004356,11921.043400992588
249,3388,9883.0,9811.592481202992,9773.489131920693,9742.27606169572,9717.953270528074
250,3390,6454.0,6432.5248120300685,6392.727682843464,6356.654913964745,6324.30650539391
251,3391,6454.0,6432.5248120300685,6392.727682843464,6356.654913964745,6324.30650539391
252,3392,6454.0,6432.5248120300685,6392.727682843464,6356.654913964745,6324.30650539391
253,3393,19495.0,19316.584962406,19230.479562542696,19154.32072869919,19088.108460875475
254,3395,19495.0,19316.584962406,19230.479562542696,19154.32072869919,19088.108460875475
255,3396,6454.0,6432.5248120300685,6392.727682843464,6356.654913964745,6324.30650539391
256,3400,16944.0,17017.327819548856,17089.588653451792,17157.727165740416,17221.74335641473
257,3401,39317.0,39118.76842105264,39109.28188653452,39106.43028916164,39110.21362893399
258,3407,6264.0,6101.045112781951,6077.057416267938,6053.85509227614,6031.438140806556
259,3409,2748.0,2751.2631578947344,2753.5557074504413,2758.7839163125163,2766.9477844809608
260,3412,2748.0,2751.2631578947344,2753.5557074504413,2758.7839163125163,2766.9477844809608
261,3413,2748.0,2751.2631578947344,2753.5557074504413,2758.7839163125163,2766.9477844809608
262,3414,6907.0,6816.607518796983,6796.352426520836,6779.409200867769,6765.777841837781
263,3415,6907.0,6816.607518796983,6796.352426520836,6779.409200867769,6765.777841837781
264,3418,6907.0,6816.607518796983,6796.352426520836,6779.409200867769,6765.777841837781
265,3419,6907.0,6816.607518796983,6796.352426520836,6779.409200867769,6765.777841837781
266,3420,6907.0,6816.607518796983,6796.352426520836,6779.409200867769,6765.777841837781
267,3423,6907.0,6816.607518796983,6796.352426520836,6779.409200867769,6765.777841837781
268,3424,13361.0,13249.132330827057,13189.080109364306,13136.06411483252,13090.0843472317
269,3428,22391.0,23398.29323308269,24634.464114832525,25927.612024131464,27277.736960979517
270,3429,28118.0,28541.66917293232,28825.643882433345,29095.22000653807,29350.397545246506
271,3430,24618.0,24412.13834586465,24552.97867395761,24678.451531992017,24788.556919967887
272,3431,4494.0,4561.8195488721785,4632.159945317837,4704.0392582246095,4777.457487592495
273,3432,10832.0,11000.24210526315,11236.300341763492,11478.518018366063,11726.895135070868
274,3433,10832.0,11000.24210526315,11236.300341763492,11478.518018366063,11726.895135070868
275,3434,15326.0,15562.061654135328,15868.460287081329,16182.55727659067,16504.352622663362
276,3435,21326.0,21780.55187969923,22212.29719753928,22655.249505185864,23109.40880263898
277,3437,25780.0,26829.51428571427,27439.249350649334,28067.359909655544,28713.8459627329
278,3438,14332.0,15129.77293233082,15508.965550239229,15895.286492912111,16288.73576034948
279,3440,11448.0,11699.741353383451,11930.283800410109,12172.073416743431,12425.11020238342
280,3441,8034.0,8199.452631578943,8312.191660970602,8429.848369936692,8552.422758477212
281,3442,29234.0,29842.66015037591,30462.54928229662,31101.51381021721,31759.55373413767
282,3444,25387.0,26016.49624060149,26535.488721804497,27074.939047222782,27634.84721685635
283,3446,20364.0,20876.27067669171,21268.1756664388,21674.284703854475,22094.59778893872
284,3447,20364.0,20876.27067669171,21268.1756664388,21674.284703854475,22094.59778893872
285,3450,11285.0,11635.87218045112,11835.382775119606,12043.503551368529,12260.23450919788
286,3451,21155.0,21731.833082706733,22127.5615857826,22541.056768403178,22972.318630568465
287,3458,28272.0,28938.378947368383,29518.42775119613,30120.54900888581,30744.742720437403
288,3460,9870.0,10095.960902255636,10292.17881066302,10497.553217034678,10712.084121370615
289,3461,26701.0,27308.305263157883,27827.45604921393,28367.761223216126,28929.220785164474
290,3463,7230.0,7286.17744360902,7352.410252904986,7428.096508068586,7513.23620909982
291,3465,15043.0,15150.80751879698,15245.869309637716,15348.686219501304,15459.25824838775
