,Postcode,2021,2022,2023,2024,2025
292,3467,3498.0,3439.5398496240587,3447.6948735475034,3455.4198995512475,3462.714927635291
293,3468,8116.0,8274.01503759398,8392.60355434039,8516.307052215512,8645.125531219344
294,3469,8116.0,8274.01503759398,8392.60355434039,8516.307052215512,8645.125531219344
295,3472,7230.0,7286.17744360902,7352.410252904986,7428.096508068586,7513.23620909982
296,3475,10659.0,10665.24511278195,10733.171701982224,10813.71765579957,10906.882974233997
297,3477,20291.0,20172.237593984933,20222.2660287081,20287.39416921747,20367.622015513047
298,3478,13061.0,12886.06015037593,12869.855775803131,12859.297661148908,12854.385806413253
299,3480,16017.0,15879.045112781929,15814.88858509908,15760.532675562386,15715.97738417185
300,3482,6134.0,6067.452631578943,6041.399453178396,6018.256613866677,5998.024113643787
301,3483,6134.0,6067.452631578943,6041.399453178396,6018.256613866677,5998.024113643787
302,3485,12588.0,12499.977443609016,12434.127136021863,12374.911527831428,12322.330619037702
303,3487,12588.0,12499.977443609016,12434.127136021863,12374.911527831428,12322.330619037702
304,3488,12588.0,12499.977443609016,12434.127136021863,12374.911527831428,12322.330619037702
305,3489,6454.0,6432.5248120300685,6392.727682843464,6356.654913964745,6324.30650539391
306,3491,6454.0,6432.5248120300685,6392.727682843464,6356.654913964745,6324.30650539391
307,3496,11076.0,11589.264661654126,11801.783595352006,12030.11298404112,12274.252827721464
308,3498,7679.0,7694.145864661651,7828.299931647296,7968.964177241519,8116.138601444317
309,3500,4953.0,5106.718796992476,5174.51483253588,5247.534351689494,5325.777354453319
310,3501,7679.0,7694.145864661651,7828.299931647296,7968.964177241519,8116.138601444317
311,3505,4953.0,5106.718796992476,5174.51483253588,5247.534351689494,5325.777354453319
312,3515,7230.0,7286.17744360902,7352.410252904986,7428.096508068586,7513.23620909982
313,3516,7230.0,7286.17744360902,7352.410252904986,7428.096508068586,7513.23620909982
314,3517,7230.0,7286.17744360902,7352.410252904986,7428.096508068586,7513.23620909982
315,3518,13364.0,13353.630075187966,13393.809706083386,13446.353121935268,13511.260322743612
316,3520,7230.0,7286.17744360902,7352.410252904986,7428.096508068586,7513.23620909982
317,3523,13696.0,13864.278195488716,14120.95146958304,14391.600849950955,14676.22633659246
318,3525,13364.0,13353.630075187966,13393.809706083386,13446.353121935268,13511.260322743612
319,3527,20028.0,20109.412030075167,20211.428298017752,20335.56263781982,20481.815049481385
320,3529,6134.0,6067.452631578943,6041.399453178396,6018.256613866677,5998.024113643787
321,3530,6134.0,6067.452631578943,6041.399453178396,6018.256613866677,5998.024113643787
322,3531,6134.0,6067.452631578943,6041.399453178396,6018.256613866677,5998.024113643787
323,3533,6134.0,6067.452631578943,6041.399453178396,6018.256613866677,5998.024113643787
324,3537,7230.0,7286.17744360902,7352.410252904986,7428.096508068586,7513.23620909982
325,3540,6664.0,6755.7819548872085,6817.618591934371,6889.209515884561,6970.55472673778
326,3542,12798.0,12823.234586466162,12859.018045112778,12907.466129751252,12968.578840381582
327,3544,6134.0,6067.452631578943,6041.399453178396,6018.256613866677,5998.024113643787
328,3549,3753.0,3685.9488721804487,3715.589473684208,3748.819037712856,3785.6375642663934
329,3550,65663.0,67645.0676691729,68816.48872180448,70029.33373948702,71283.60272222053
330,3551,73887.0,76170.35488721803,77919.85946684891,79721.07895628395,81574.01335552314
331,3555,26560.0,27203.44511278193,27575.311961722466,27946.426633778094,28316.789128948814
332,3556,32867.0,34944.679699248125,36173.992344497616,37441.097732473485,38745.99586317573
333,3557,4166.0,4116.965413533831,4128.472863978122,4142.573170079343,4159.2663318374925
334,3558,4166.0,4116.965413533831,4128.472863978122,4142.573170079343,4159.2663318374925
335,3559,8153.0,8103.342857142851,8123.867532467526,8146.308639186893,8170.666177300951
336,3561,18950.0,19085.003007518782,19166.53369788105,19255.158417783576,19350.87716722635
337,3562,3908.0,3894.526315789468,3918.8646616541287,3947.8066807334462,3981.352373027421
338,3563,3908.0,3894.526315789468,3918.8646616541287,3947.8066807334462,3981.352373027421
339,3564,30550.0,30579.675187969908,30710.399589883786,30842.271455318118,30975.29078427291
340,3565,3908.0,3894.526315789468,3918.8646616541287,3947.8066807334462,3981.352373027421
341,3566,3908.0,3894.526315789468,3918.8646616541287,3947.8066807334462,3981.352373027421
342,3567,13894.0,14041.95939849624,14170.028844839371,14317.306023953162,14483.790935837616
343,3568,6664.0,6755.7819548872085,6817.618591934371,6889.209515884561,6970.55472673778
344,3570,7230.0,7286.17744360902,7352.410252904986,7428.096508068586,7513.23620909982
345,3571,7230.0,7286.17744360902,7352.410252904986,7428.096508068586,7513.23620909982
346,3572,11138.0,11180.703759398491,11271.27491455912,11375.90318880204,11494.588582127248
347,3573,11138.0,11180.703759398491,11271.27491455912,11375.90318880204,11494.588582127248
348,3575,7230.0,7286.17744360902,7352.410252904986,7428.096508068586,7513.23620909982
349,3576,7230.0,7286.17744360902,7352.410252904986,7428.096508068586,7513.23620909982
350,3579,17837.0,17955.052631578917,18089.235816814733,18244.80364943977,18421.75612945403
351,3580,6664.0,6755.7819548872085,6817.618591934371,6889.209515884561,6970.55472673778
352,3581,6664.0,6755.7819548872085,6817.618591934371,6889.209515884561,6970.55472673778
353,3585,11169.0,11440.11428571428,11511.98181818181,11583.75561829474,11655.435686053068
354,3607,4507.0,4607.087218045111,4725.165550239232,4848.373336503311,4976.710576837348
355,3608,4507.0,4607.087218045111,4725.165550239232,4848.373336503311,4976.710576837348
356,3610,11371.0,11624.330827067664,11892.135338345855,12175.312460994375,12473.862195013216
357,3612,8673.0,8724.052631578938,8853.638414217348,8990.946506582648,9135.976908674833
358,3620,11055.0,11204.099248120296,11252.274367737522,11303.61626794258,11358.124948735467
359,3621,11055.0,11204.099248120296,11252.274367737522,11303.61626794258,11358.124948735467
360,3622,15042.0,15190.476691729302,15247.669036226907,15307.351737050109,15369.524794198906
361,3623,4166.0,4116.965413533831,4128.472863978122,4142.573170079343,4159.2663318374925
362,3624,4166.0,4116.965413533831,4128.472863978122,4142.573170079343,4159.2663318374925
363,3629,8311.0,8368.657142857137,8419.327272727267,8472.024505928846,8526.748842461877
364,3630,20034.0,20803.327819548856,21162.82241968556,21534.30198222828,21917.76650717701
365,3631,26898.0,27820.57142857142,28329.7922077922,28861.24110671936,29414.91812535289
366,3634,12499.0,12496.073684210516,12505.556117566632,12515.525786799,12525.98269190762
367,3635,12499.0,12496.073684210516,12505.556117566632,12515.525786799,12525.98269190762
368,3636,15328.0,15319.69473684209,15370.595898837986,15425.698968765768,15485.003946625437
369,3637,12499.0,12496.073684210516,12505.556117566632,12515.525786799,12525.98269190762
370,3638,12499.0,12496.073684210516,12505.556117566632,12515.525786799,12525.98269190762
371,3639,28086.0,27977.123308270657,28044.81667805876,28106.374293441084,28161.796154417632
372,3640,12499.0,12496.073684210516,12505.556117566632,12515.525786799,12525.98269190762
373,3641,12499.0,12496.073684210516,12505.556117566632,12515.525786799,12525.98269190762
374,3644,18937.0,18952.22706766917,18952.98250170881,18950.152242265736,18943.73628933994
375,3646,9693.0,9840.864661654132,10032.009569377986,10237.11230645784,10456.172872893689
376,3649,2829.0,2823.6210526315763,2865.039781271357,2910.173181966771,2959.0212547178185
377,3658,42592.0,44165.36090225564,46043.57621326043,47992.73401884157,50012.834318999085
378,3659,15517.0,16117.302255639084,16496.15611756663,16877.988463252976,17262.799292698128
379,3660,10687.0,10758.35488721804,10913.898427887896,11082.948521501374,11265.505168058478
380,3663,4507.0,4607.087218045111,4725.165550239232,4848.373336503311,4976.710576837348
381,3664,4507.0,4607.087218045111,4725.165550239232,4848.373336503311,4976.710576837348
382,3665,11371.0,11624.330827067664,11892.135338345855,12175.312460994375,12473.862195013216
383,3666,18139.0,18485.396992481183,18836.993574846183,19209.155077416835,19601.88150019314
384,3669,17318.0,17481.37593984961,17883.478468899506,18303.559422271075,18741.618799964315
385,3672,10750.0,10713.3954887218,10751.389063568004,10790.932729055834,10832.026485185286
386,3675,2829.0,2823.6210526315763,2865.039781271357,2910.173181966771,2959.0212547178185
387,3677,19877.0,20296.05714285712,20573.78961038958,20862.65307735739,21162.647543760548
388,3678,22706.0,23119.678195488712,23438.82939166096,23772.82625932419,24121.6687984784
389,3682,4019.0,4060.894736842105,4085.892002734107,4110.466670629141,4134.618740527206
390,3683,3158.0,3242.7864661654125,3282.652904989746,3324.782828613033,3369.1762370352744
391,3685,10006.0,10127.302255639086,10233.584688995204,10345.422681208936,10462.81623228029
392,3687,4019.0,4060.894736842105,4085.892002734107,4110.466670629141,4134.618740527206
393,3688,3158.0,3242.7864661654125,3282.652904989746,3324.782828613033,3369.1762370352744
394,3690,15357.0,15296.287218045096,15275.098017771685,15242.6469672204,15198.934066391248
395,3691,35545.0,35686.407518796965,35973.9654135338,36270.19711729914,36575.10263009297
396,3695,5187.0,5122.625563909771,5204.411756664384,5289.245647716123,5377.127237064989
397,3697,8848.0,9059.06917293233,9235.703622693094,9424.501316532434,9625.46225445035
398,3698,8848.0,9059.06917293233,9235.703622693094,9424.501316532434,9625.46225445035
399,3699,8848.0,9059.06917293233,9235.703622693094,9424.501316532434,9625.46225445035
400,3700,11340.0,11331.051127819544,11463.163773069027,11603.048833546309,11750.70630925138
401,3701,14391.0,14519.4917293233,14656.103759398487,14799.47527712561,14949.606282504668
402,3704,6153.0,6208.425563909768,6258.75201640464,6313.803185830179,6373.579072186384
403,3705,6153.0,6208.425563909768,6258.75201640464,6313.803185830179,6373.579072186384
404,3707,6153.0,6208.425563909768,6258.75201640464,6313.803185830179,6373.579072186384
405,3708,6153.0,6208.425563909768,6258.75201640464,6313.803185830179,6373.579072186384
406,3709,6153.0,6208.425563909768,6258.75201640464,6313.803185830179,6373.579072186384
407,3711,6768.0,6861.066165413533,6944.85823650034,7033.842616422478,7128.019305179944
408,3712,6768.0,6861.066165413533,6944.85823650034,7033.842616422478,7128.019305179944
409,3713,17222.0,17325.19849624059,17661.36691729322,18010.462914202486,18372.48648696839
410,3714,10910.0,11021.076691729317,11213.141763499649,11418.01113851822,11635.684816785031
411,3715,10454.0,10464.132330827068,10716.508680792893,10976.62029778002,11244.46718178846
412,3717,4142.0,4160.010526315787,4268.283526999313,4384.16852209575,4507.665511605095
413,3718,10910.0,11021.076691729317,11213.141763499649,11418.01113851822,11635.684816785031
414,3719,17222.0,17325.19849624059,17661.36691729322,18010.462914202486,18372.48648696839
415,3720,10454.0,10464.132330827068,10716.508680792893,10976.62029778002,11244.46718178846
416,3722,10454.0,10464.132330827068,10716.508680792893,10976.62029778002,11244.46718178846
417,3723,10454.0,10464.132330827068,10716.508680792893,10976.62029778002,11244.46718178846
418,3727,2829.0,2823.6210526315763,2865.039781271357,2910.173181966771,2959.0212547178185
419,3728,2829.0,2823.6210526315763,2865.039781271357,2910.173181966771,2959.0212547178185
420,3730,11414.0,11614.23909774435,11778.61079972658,11942.637409729849,12106.318927754151
421,3737,18751.0,18959.23157894736,19241.49733424469,19541.040631222317,19857.86146988022
422,3738,4716.0,4777.536842105261,4801.381954887215,4827.293666973755,4855.27197836488
423,3739,4716.0,4777.536842105261,4801.381954887215,4827.293666973755,4855.27197836488
424,3740,13564.0,13836.606015037582,14037.085577580296,14251.794983506175,14480.734232815215
425,3741,8848.0,9059.06917293233,9235.703622693094,9424.501316532434,9625.46225445035
426,3744,8848.0,9059.06917293233,9235.703622693094,9424.501316532434,9625.46225445035
427,3747,4954.0,5139.706766917288,5250.899521531093,5368.193735326451,5491.589408303358
428,3749,5187.0,5122.625563909771,5204.411756664384,5289.245647716123,5377.127237064989
429,3751,10747.0,10508.5954887218,10854.94490772385,11213.36107462331,11583.843989420184
430,3752,17647.0,17681.96992481201,17458.935748462038,17220.278611548605,16965.99851407171
431,3753,33680.0,34396.64360902255,36134.0814764183,37943.93810811612,39826.21350411599
432,3754,8697.0,8792.305263157888,8754.689815447702,8713.768563701737,8669.541507919988
433,3755,15871.0,15711.150375939847,16025.56801093643,16348.831674046774,16680.941365270883
434,3756,33765.0,34888.2902255639,36515.436910457945,38209.09505185887,39969.26464976669
435,3757,14982.0,14788.20902255638,15199.845249487344,15627.61675532704,16071.523540075472
436,3758,22933.0,23888.04812030075,25279.136568694463,26730.577033492824,28242.36951469583
437,3759,5124.0,5202.5548872180425,5170.623103212573,5135.470599423456,5097.097375850689
438,3760,5124.0,5202.5548872180425,5170.623103212573,5135.470599423456,5097.097375850689
439,3761,5124.0,5202.5548872180425,5170.623103212573,5135.470599423456,5097.097375850689
440,3762,33765.0,34888.2902255639,36515.436910457945,38209.09505185887,39969.26464976669
441,3763,9359.0,9482.168421052624,9515.523444976066,9549.726280127185,9584.776926505976
442,3764,26349.0,27117.54436090224,27732.45645933012,28356.50648161904,28989.694427769
443,3765,40213.0,41581.822556390944,41889.368967874194,42198.706992778345,42509.83663110341
444,3766,26629.0,27158.004511278177,27175.021326042355,27187.071901096588,27194.15623644087
445,3767,9771.0,9901.348872180442,9863.090772385498,9820.282730541756,9772.924746649216
446,3770,41923.0,42827.90375939847,43060.75283663702,43280.76179975628,43487.93064875624
447,3775,19305.0,19815.3834586466,19886.8776486671,19952.59888852564,20012.54717822221
448,3777,35364.0,36058.91278195485,36326.49678742306,36598.64190912058,36875.34814704741
449,3778,6768.0,6861.066165413533,6944.85823650034,7033.842616422478,7128.019305179944
450,3779,6768.0,6861.066165413533,6944.85823650034,7033.842616422478,7128.019305179944
451,3781,18797.0,18962.3984962406,19029.390293916604,19093.856251300174,19155.79636839133
452,3782,34425.0,34793.088721804495,34847.60123034858,34896.385069392825,34939.44023893724
453,3783,18797.0,18962.3984962406,19029.390293916604,19093.856251300174,19155.79636839133
454,3785,9771.0,9901.348872180442,9863.090772385498,9820.282730541756,9772.924746649216
455,3786,9771.0,9901.348872180442,9863.090772385498,9820.282730541756,9772.924746649216
456,3787,9771.0,9901.348872180442,9863.090772385498,9820.282730541756,9772.924746649216
457,3788,15628.0,15830.690225563894,15818.210936431971,15802.528818092644,15783.64387054591
458,3789,9771.0,9901.348872180442,9863.090772385498,9820.282730541756,9772.924746649216
459,3791,9771.0,9901.348872180442,9863.090772385498,9820.282730541756,9772.924746649216
460,3792,15628.0,15830.690225563894,15818.210936431971,15802.528818092644,15783.64387054591
461,3793,15628.0,15830.690225563894,15818.210936431971,15802.528818092644,15783.64387054591
462,3795,15628.0,15830.690225563894,15818.210936431971,15802.528818092644,15783.64387054591
463,3796,17822.0,18206.846616541337,18281.32686261105,18354.515272370627,18426.411845820057
464,3797,16948.0,17166.47067669173,17265.341900205058,17367.257939314688,17472.21879402062
465,3799,17188.0,17383.51428571428,17482.924675324666,17585.2464144551,17690.47950310558
466,3803,19913.0,20618.01503759396,20795.291866028678,20961.96430800317,21118.03236351745
467,3804,18405.0,18895.61954887216,18963.630075187943,19025.69222265146,19081.80599126271
468,3806,31497.0,31915.92180451124,31796.851127819496,31634.725858123507,31429.545995423272
469,3808,18797.0,18962.3984962406,19029.390293916604,19093.856251300174,19155.79636839133
470,3810,18797.0,18962.3984962406,19029.390293916604,19093.856251300174,19155.79636839133
471,3812,18797.0,18962.3984962406,19029.390293916604,19093.856251300174,19155.79636839133
472,3816,19790.0,21009.115789473683,21917.67723855092,22859.40653808434,23834.30368807394
473,3818,49409.0,50992.3804511278,52769.04524948733,54614.95486938687,56530.10931082643
474,3820,23080.0,23481.818045112774,24291.65933014353,25135.52216113405,26013.40653808433
475,3821,37932.0,38632.04511278191,39670.4600136705,40748.10466878653,41864.97907813005
476,3822,31393.0,32130.598496240586,33110.751332877626,34128.078498618066,35182.579993461884
477,3823,31393.0,32130.598496240586,33110.751332877626,34128.078498618066,35182.579993461884
478,3824,8313.0,8648.780451127815,8819.092002734102,8992.556337484019,9169.173455377566
479,3825,36806.0,37183.43007518796,37536.16295283663,37904.10433593864,38287.25422449402
480,3831,6539.0,6501.44661654135,6559.708680792886,6620.0261701684985,6682.399084668185
481,3832,6539.0,6501.44661654135,6559.708680792886,6620.0261701684985,6682.399084668185
482,3833,23487.0,23667.91729323307,23825.050580997933,23987.28410948317,24154.6178786888
483,3835,19747.0,20295.86015037592,20552.44278879013,20811.430015750808,21072.821831257952
484,3840,26248.0,26192.517293233075,26287.21161995898,26387.51889209188,26493.439109631778
485,3842,11855.0,11876.264661654126,11929.601777170186,11985.272780766132,12043.27767244196
486,3844,27011.0,27250.923308270656,27442.81927546136,27646.21754584086,27861.11811940917
487,3847,10465.0,10622.535338345857,10721.374846206414,10826.592493090422,10938.188278997875
488,3850,34853.0,35265.051127819504,35659.942993848206,36068.9850277868,36492.17722963529
489,3851,45318.0,45887.58646616536,46381.31784005462,46895.57752087722,47430.36550863316
490,3852,4901.0,5085.178947368418,5242.495283663701,5408.462278225203,5583.079931052925
491,3854,9600.0,9781.443609022555,9868.902255639096,9960.522749561653,10056.305090790216
492,3856,9600.0,9781.443609022555,9868.902255639096,9960.522749561653,10056.305090790216
493,3857,24293.0,24617.01203007517,24859.09583048528,25111.08878124161,25372.99088234416
494,3858,19625.0,19886.15488721803,20087.62829801775,20296.15653957025,20511.73961187551
495,3859,14693.0,14835.56842105262,14990.193574846193,15150.566031679971,15316.685791553966
496,3860,14693.0,14835.56842105262,14990.193574846193,15150.566031679971,15316.685791553966
497,3862,27855.0,28253.079699248097,28650.41572112096,29064.120431513533,29494.19383042583
498,3864,8238.0,8311.066165413526,8397.35174299384,8485.672091295422,8576.027210318274
499,3865,8238.0,8311.066165413526,8397.35174299384,8485.672091295422,8576.027210318274
500,3869,11855.0,11876.264661654126,11929.601777170186,11985.272780766132,12043.27767244196
501,3870,28845.0,29116.5593984962,29307.267805878288,29504.568474546,29708.46140449933
502,3871,40979.0,41785.12781954883,42265.51332877644,42760.17516122316,43269.113316889
503,3873,10465.0,10622.535338345857,10721.374846206414,10826.592493090422,10938.188278997875
504,3874,5556.0,5593.21503759398,5644.315242652078,5700.422015513083,5761.535356176995
505,3875,30783.0,31659.875187969898,32179.53984962403,32711.38020743555,33255.39626140446
506,3878,22545.0,23348.809022556383,23782.188106630205,24225.708116140147,24679.369051086207
507,3880,11798.0,12197.398496240594,12500.559125085432,12814.907070046647,13140.442331124244
508,3882,8238.0,8311.066165413526,8397.35174299384,8485.672091295422,8576.027210318274
509,3885,14928.0,14857.885714285703,14938.914285714272,15023.696103896087,15112.231168831153
510,3886,6690.0,6546.819548872171,6541.562542720427,6538.024012600659,6536.20395851287
511,3887,17781.0,17683.05413533834,17845.94422419685,18013.54943088947,18185.8697554162
512,3888,6690.0,6546.819548872171,6541.562542720427,6538.024012600659,6536.20395851287
513,3889,6690.0,6546.819548872171,6541.562542720427,6538.024012600659,6536.20395851287
514,3890,6690.0,6546.819548872171,6541.562542720427,6538.024012600659,6536.20395851287
515,3891,6690.0,6546.819548872171,6541.562542720427,6538.024012600659,6536.20395851287
516,3892,6690.0,6546.819548872171,6541.562542720427,6538.024012600659,6536.20395851287
517,3893,14928.0,14857.885714285703,14938.914285714272,15023.696103896087,15112.231168831153
518,3895,8238.0,8311.066165413526,8397.35174299384,8485.672091295422,8576.027210318274
519,3896,8238.0,8311.066165413526,8397.35174299384,8485.672091295422,8576.027210318274
520,3898,17086.0,17370.135338345845,17633.055365686923,17910.173407827846,18201.48946476861
521,3900,8238.0,8311.066165413526,8397.35174299384,8485.672091295422,8576.027210318274
522,3902,8238.0,8311.066165413526,8397.35174299384,8485.672091295422,8576.027210318274
523,3903,19329.0,19447.300751879688,19701.73342447025,19961.197509584217,20225.69300722159
524,3904,11091.0,11136.234586466157,11304.381681476409,11475.525418288791,11649.665796903311
525,3909,17781.0,17683.05413533834,17845.94422419685,18013.54943088947,18185.8697554162
526,3910,25248.0,25356.261654135324,25397.717429938464,25414.21769443369,25405.762447621004
527,3911,43936.0,44367.482706766896,44454.567600820206,44509.80804184372,44533.20402983741
528,3912,26770.0,27183.22255639097,27249.97416267942,27306.8222948676,27353.766952955502
529,3913,18688.0,19011.22105263156,19056.85017088173,19095.590347410005,19127.441582216383
530,3915,30261.0,30935.08721804509,31371.41230348596,31814.857243900235,32265.42203928791
531,3916,6021.0,6002.085714285709,6071.509090909085,6147.265612648214,6229.355279503098
532,3918,24240.0,24933.00150375937,25299.903212576864,25667.59163125201,26036.0667597848
533,3919,24240.0,24933.00150375937,25299.903212576864,25667.59163125201,26036.0667597848
534,3920,24240.0,24933.00150375937,25299.903212576864,25667.59163125201,26036.0667597848
535,3921,138.0,138.13684210526307,141.5689678742309,145.0981841956669,148.724491069571
536,3922,13724.0,13835.063157894734,14357.480382775117,14900.517061428272,15464.173193854198
537,3923,13724.0,13835.063157894734,14357.480382775117,14900.517061428272,15464.173193854198
538,3925,40447.0,41111.7172932331,42522.17006151745,43992.67676899761,45523.23741567359
539,3926,30261.0,30935.08721804509,31371.41230348596,31814.857243900235,32265.42203928791
540,3927,24240.0,24933.00150375937,25299.903212576864,25667.59163125201,26036.0667597848
541,3928,6021.0,6002.085714285709,6071.509090909085,6147.265612648214,6229.355279503098
542,3929,6021.0,6002.085714285709,6071.509090909085,6147.265612648214,6229.355279503098
543,3930,18923.0,19441.81654135337,19601.885987696503,19765.23883027726,19931.875069095648
544,3933,18688.0,19011.22105263156,19056.85017088173,19095.590347410005,19127.441582216383
545,3934,20020.0,20285.41954887215,20351.359945317803,20389.1119854973,20398.67566941064
546,3936,36599.0,38172.72781954888,39232.36267942584,40338.83569199679,41492.14685726173
547,3937,6021.0,6002.085714285709,6071.509090909085,6147.265612648214,6229.355279503098
548,3938,23139.0,23806.24661654133,24232.60738209157,24673.3092870516,25128.35233142141
549,3939,49150.0,50121.159398496224,51066.24702665754,52055.46164224789,53088.80324526729
550,3940,23139.0,23806.24661654133,24232.60738209157,24673.3092870516,25128.35233142141
551,3941,19990.0,20312.827067669168,20762.13055365686,21234.886742548064,21731.095634342764
552,3942,19990.0,20312.827067669168,20762.13055365686,21234.886742548064,21731.095634342764
553,3943,19990.0,20312.827067669168,20762.13055365686,21234.886742548064,21731.095634342764
554,3944,19990.0,20312.827067669168,20762.13055365686,21234.886742548064,21731.095634342764
555,3945,36506.0,37222.43909774434,38233.608202323965,39286.61798567562,40381.46844779931
556,3946,9783.0,9945.784962406013,10068.91852358168,10194.458278106327,10322.404225979964
557,3950,21217.0,21592.864661654115,21802.269309637708,22013.33195637312,22226.052601860352
558,3951,21217.0,21592.864661654115,21802.269309637708,22013.33195637312,22226.052601860352
559,3953,29530.0,30241.645112781945,30621.361312371824,31005.888293857155,31395.22605723793
560,3954,11434.0,11647.079699248108,11733.350786056037,11818.873678266798,11903.648375880395
561,3956,20811.0,21260.08270676692,21516.81954887218,21782.346042973044,22056.66218906951
562,3957,9377.0,9613.003007518786,9783.46876281612,9963.472364706218,10153.013813189084
563,3958,9377.0,9613.003007518786,9783.46876281612,9963.472364706218,10153.013813189084
564,3959,9377.0,9613.003007518786,9783.46876281612,9963.472364706218,10153.013813189084
565,3960,9392.0,9627.590977443602,9798.209295967185,9978.372742132,10168.081315938056
566,3962,14933.0,15206.218045112775,15427.784005468207,15663.894380219312,15914.54916936609
567,3964,9377.0,9613.003007518786,9783.46876281612,9963.472364706218,10153.013813189084
568,3965,9377.0,9613.003007518786,9783.46876281612,9963.472364706218,10153.013813189084
569,3966,14933.0,15206.218045112775,15427.784005468207,15663.894380219312,15914.54916936609
570,3967,14933.0,15206.218045112775,15427.784005468207,15663.894380219312,15914.54916936609
571,3971,5556.0,5593.21503759398,5644.315242652078,5700.422015513083,5761.535356176995
572,3975,18270.0,19603.096240601484,20124.98742310319,20609.881904365637,21057.77968438881
573,3977,82528.0,85643.13684210523,88949.91961722483,92327.59733721652,95776.17000208024
574,3978,17613.0,17288.54736842106,18790.99015721121,20378.31312074653,22050.51625902702
575,3979,26723.0,27276.65413533832,28164.68967874228,29092.159707569288,30059.06422181934
576,3980,8082.0,8172.0015037593885,8193.123991797664,8211.231947457563,8226.325370739087
577,3981,19790.0,21009.115789473683,21917.67723855092,22859.40653808434,23834.30368807394
578,3984,36506.0,37222.43909774434,38233.608202323965,39286.61798567562,40381.46844779931
579,3987,9783.0,9945.784962406013,10068.91852358168,10194.458278106327,10322.404225979964
580,3988,52653.0,54436.718796992456,56278.25509227612,58189.3869773247,60170.114452138216
581,3990,26723.0,27276.65413533832,28164.68967874228,29092.159707569288,30059.06422181934
582,3991,26723.0,27276.65413533832,28164.68967874228,29092.159707569288,30059.06422181934
583,3992,26723.0,27276.65413533832,28164.68967874228,29092.159707569288,30059.06422181934
584,3995,26723.0,27276.65413533832,28164.68967874228,29092.159707569288,30059.06422181934
585,3996,36100.0,36889.657142857126,37948.15844155842,39055.632072275526,40212.078035008446
