Year,Year ending,Police Region,Local Government Area,Offence Count,"Rate per 100,000 population"
2018,March,Unincorporated Vic, Unincorporated Vic,132,
2018,March,Unincorporated Vic,Total,132,
2017,March,1 North West Metro, Banyule,"9,703","7,515.0"
2017,March,1 North West Metro, Brimbank,"18,514","8,944.1"
2017,March,1 North West Metro, Darebin,"16,746","10,548.6"
2017,March,1 North West Metro, Hobsons Bay,"6,418","6,750.7"
2017,March,1 North West Metro, Hume,"22,311","10,365.7"
2017,March,1 North West Metro, Maribyrnong,"9,186","10,279.5"
2017,March,1 North West Metro, Melbourne,"37,315","23,447.8"
2017,March,1 North West Metro, Melton,"11,626","7,822.7"
2017,March,1 North West Metro, Moonee Valley,"9,772","7,792.0"
2017,March,1 North West Metro, Moreland,"14,384","8,127.7"
2017,March,1 North West Metro, Nillumbik,"2,883","4,461.6"
2017,March,1 North West Metro, Whittlesea,"16,424","7,614.8"
2017,March,1 North West Metro, Wyndham,"14,827","6,150.5"
2017,March,1 North West Metro, Yarra,"13,759","14,333.2"
2017,March,1 North West Metro,Total,"203,868","9,607.1"
2017,March,2 Eastern, Alpine,396,"3,133.4"
2017,March,2 Eastern, Bass Coast,"2,613","7,599.0"
2017,March,2 Eastern, Baw Baw,"4,019","7,930.8"
2017,March,2 Eastern, Benalla,"1,354","9,689.4"
2017,March,2 Eastern, Boroondara,"8,428","4,690.6"
2017,March,2 Eastern, East Gippsland,"3,926","8,509.6"
2017,March,2 Eastern, Greater Shepparton,"8,425","12,852.0"
2017,March,2 Eastern, Indigo,441,"2,700.1"
2017,March,2 Eastern, Knox,"12,288","7,593.3"
2017,March,2 Eastern, Latrobe,"14,399","19,222.2"
2017,March,2 Eastern, Manningham,"5,227","4,206.2"
2017,March,2 Eastern, Mansfield,610,"6,935.0"
2017,March,2 Eastern, Maroondah,"9,330","8,020.9"
2017,March,2 Eastern, Mitchell,"4,617","10,761.5"
2017,March,2 Eastern, Moira,"1,988","6,704.4"
2017,March,2 Eastern, Monash,"11,518","5,849.0"
2017,March,2 Eastern, Murrindindi,688,"4,833.5"
2017,March,2 Eastern, South Gippsland,"1,530","5,218.1"
2017,March,2 Eastern, Strathbogie,669,"6,381.2"
2017,March,2 Eastern, Towong,216,"3,576.8"
2017,March,2 Eastern, Wangaratta,"2,554","8,851.8"
2017,March,2 Eastern, Wellington,"4,597","10,495.2"
2017,March,2 Eastern, Whitehorse,"8,308","4,795.0"
2017,March,2 Eastern, Wodonga,"3,297","8,078.5"
2017,March,2 Eastern, Yarra Ranges,"8,860","5,648.0"
2017,March,2 Eastern,Total,"120,298","7,166.4"
2017,March,3 Southern Metro, Bayside,"5,315","5,096.8"
2017,March,3 Southern Metro, Cardinia,"6,845","6,684.4"
2017,March,3 Southern Metro, Casey,"24,490","7,494.5"
2017,March,3 Southern Metro, Frankston,"16,647","11,830.0"
2017,March,3 Southern Metro, Glen Eira,"7,627","5,035.8"
2017,March,3 Southern Metro, Greater Dandenong,"20,312","12,421.9"
2017,March,3 Southern Metro, Kingston,"11,667","7,244.3"
2017,March,3 Southern Metro, Mornington Peninsula,"11,745","7,168.8"
2017,March,3 Southern Metro, Port Phillip,"13,427","12,134.0"
2017,March,3 Southern Metro, Stonnington,"11,484","10,093.9"
2017,March,3 Southern Metro,Total,"129,559","8,421.3"
2017,March,4 Western, Ararat,"1,249","10,624.4"
2017,March,4 Western, Ballarat,"11,885","11,273.7"
2017,March,4 Western, Buloke,185,"2,981.5"
2017,March,4 Western, Campaspe,"3,665","9,748.1"
2017,March,4 Western, Central Goldfields,"1,374","10,450.3"
2017,March,4 Western, Colac-Otway,"2,179","10,168.0"
2017,March,4 Western, Corangamite,"1,053","6,496.0"
2017,March,4 Western, Gannawarra,655,"6,197.4"
2017,March,4 Western, Glenelg,"1,698","8,622.8"
2017,March,4 Western, Golden Plains,818,"3,624.6"
2017,March,4 Western, Greater Bendigo,"10,669","9,351.3"
2017,March,4 Western, Greater Geelong,"22,492","9,153.2"
2017,March,4 Western, Hepburn,891,"5,700.9"
2017,March,4 Western, Hindmarsh,412,"7,205.3"
2017,March,4 Western, Horsham,"2,606","13,105.4"
2017,March,4 Western, Loddon,487,"6,487.3"
2017,March,4 Western, Macedon Ranges,"2,309","4,768.5"
2017,March,4 Western, Mildura,"6,736","12,215.7"
2017,March,4 Western, Moorabool,"2,484","7,427.8"
2017,March,4 Western, Mount Alexander,"1,169","6,057.9"
2017,March,4 Western, Moyne,620,"3,692.0"
2017,March,4 Western, Northern Grampians,"1,303","11,313.7"
2017,March,4 Western, Pyrenees,554,"7,529.2"
2017,March,4 Western, Queenscliffe,152,"5,136.9"
2017,March,4 Western, Southern Grampians,"1,379","8,553.0"
2017,March,4 Western, Surf Coast,"1,286","4,102.5"
2017,March,4 Western, Swan Hill,"2,245","10,768.9"
2017,March,4 Western, Warrnambool,"3,331","9,635.8"
2017,March,4 Western, West Wimmera,208,"5,341.6"
2017,March,4 Western, Yarriambiack,429,"6,418.3"
2017,March,4 Western,Total,"86,523","8,814.9"
2017,March,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,"1,760",
2017,March,Justice Institutions and Immigration Facilities,Total,"1,760",
2017,March,Unincorporated Vic, Unincorporated Vic,142,
2017,March,Unincorporated Vic,Total,142,
2016,March,1 North West Metro, Banyule,"9,923","7,786.0"
2016,March,1 North West Metro, Brimbank,"19,312","9,457.9"
2016,March,1 North West Metro, Darebin,"15,916","10,260.0"
2016,March,1 North West Metro, Hobsons Bay,"7,126","7,625.9"
2016,March,1 North West Metro, Hume,"21,765","10,512.4"
2016,March,1 North West Metro, Maribyrnong,"9,035","10,392.0"
2016,March,1 North West Metro, Melbourne,"35,452","24,266.2"
2016,March,1 North West Metro, Melton,"11,818","8,356.7"
2016,March,1 North West Metro, Moonee Valley,"9,408","7,656.8"
2016,March,1 North West Metro, Moreland,"14,089","8,177.3"
2016,March,1 North West Metro, Nillumbik,"3,378","5,263.8"
2016,March,1 North West Metro, Whittlesea,"14,616","7,058.9"
2016,March,1 North West Metro, Wyndham,"15,221","6,705.1"
2016,March,1 North West Metro, Yarra,"13,364","14,386.3"
2016,March,1 North West Metro,Total,"200,423","9,786.3"
2016,March,2 Eastern, Alpine,438,"3,482.3"
2016,March,2 Eastern, Bass Coast,"2,967","8,866.2"
2016,March,2 Eastern, Baw Baw,"3,965","8,043.2"
2016,March,2 Eastern, Benalla,"1,463","10,463.5"
2016,March,2 Eastern, Boroondara,"7,807","4,403.9"
2016,March,2 Eastern, East Gippsland,"4,402","9,653.5"
2016,March,2 Eastern, Greater Shepparton,"7,816","12,011.3"
2016,March,2 Eastern, Indigo,488,"3,018.9"
2016,March,2 Eastern, Knox,"10,306","6,427.1"
2016,March,2 Eastern, Latrobe,"13,518","18,115.3"
2016,March,2 Eastern, Manningham,"4,457","3,636.3"
2016,March,2 Eastern, Mansfield,513,"5,914.2"
2016,March,2 Eastern, Maroondah,"8,169","7,115.9"
2016,March,2 Eastern, Mitchell,"4,460","10,671.1"
2016,March,2 Eastern, Moira,"1,588","5,385.6"
2016,March,2 Eastern, Monash,"11,868","6,161.2"
2016,March,2 Eastern, Murrindindi,732,"5,209.2"
2016,March,2 Eastern, South Gippsland,"1,306","4,484.6"
2016,March,2 Eastern, Strathbogie,561,"5,416.6"
2016,March,2 Eastern, Towong,232,"3,837.2"
2016,March,2 Eastern, Wangaratta,"2,623","9,173.9"
2016,March,2 Eastern, Wellington,"4,610","10,590.4"
2016,March,2 Eastern, Whitehorse,"8,374","4,936.3"
2016,March,2 Eastern, Wodonga,"3,499","8,725.7"
2016,March,2 Eastern, Yarra Ranges,"8,233","5,303.9"
2016,March,2 Eastern,Total,"114,395","6,912.0"
2016,March,3 Southern Metro, Bayside,"4,828","4,691.4"
2016,March,3 Southern Metro, Cardinia,"7,731","7,923.3"
2016,March,3 Southern Metro, Casey,"21,935","7,012.7"
2016,March,3 Southern Metro, Frankston,"15,288","10,959.0"
2016,March,3 Southern Metro, Glen Eira,"6,651","4,476.3"
2016,March,3 Southern Metro, Greater Dandenong,"20,530","12,813.5"
2016,March,3 Southern Metro, Kingston,"11,609","7,304.0"
2016,March,3 Southern Metro, Mornington Peninsula,"11,427","7,074.3"
2016,March,3 Southern Metro, Port Phillip,"12,733","11,721.8"
2016,March,3 Southern Metro, Stonnington,"10,204","9,192.5"
2016,March,3 Southern Metro,Total,"122,936","8,186.6"
2016,March,4 Western, Ararat,"1,228","10,455.5"
2016,March,4 Western, Ballarat,"11,721","11,324.6"
2016,March,4 Western, Buloke,239,"3,803.3"
2016,March,4 Western, Campaspe,"3,385","9,003.9"
2016,March,4 Western, Central Goldfields,"1,411","10,781.7"
2016,March,4 Western, Colac-Otway,"1,754","8,210.8"
2016,March,4 Western, Corangamite,756,"4,654.3"
2016,March,4 Western, Gannawarra,560,"5,299.5"
2016,March,4 Western, Glenelg,"1,549","7,839.5"
2016,March,4 Western, Golden Plains,749,"3,402.1"
2016,March,4 Western, Greater Bendigo,"9,152","8,152.0"
2016,March,4 Western, Greater Geelong,"22,047","9,204.3"
2016,March,4 Western, Hepburn,879,"5,661.8"
2016,March,4 Western, Hindmarsh,265,"4,581.6"
2016,March,4 Western, Horsham,"3,112","15,650.8"
2016,March,4 Western, Loddon,424,"5,609.9"
2016,March,4 Western, Macedon Ranges,"2,328","4,903.1"
2016,March,4 Western, Mildura,"6,214","11,368.9"
2016,March,4 Western, Moorabool,"2,297","7,030.5"
2016,March,4 Western, Mount Alexander,"1,099","5,754.8"
2016,March,4 Western, Moyne,632,"3,776.1"
2016,March,4 Western, Northern Grampians,"1,152","9,956.8"
2016,March,4 Western, Pyrenees,590,"8,064.5"
2016,March,4 Western, Queenscliffe,168,"5,735.7"
2016,March,4 Western, Southern Grampians,"1,198","7,430.4"
2016,March,4 Western, Surf Coast,"1,594","5,232.2"
2016,March,4 Western, Swan Hill,"2,227","10,657.5"
2016,March,4 Western, Warrnambool,"2,953","8,623.9"
2016,March,4 Western, West Wimmera,180,"4,572.0"
2016,March,4 Western, Yarriambiack,485,"7,192.6"
2016,March,4 Western,Total,"82,348","8,510.8"
2016,March,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,"1,498",
2016,March,Justice Institutions and Immigration Facilities,Total,"1,498",
2016,March,Unincorporated Vic, Unincorporated Vic,121,
2016,March,Unincorporated Vic,Total,121,
2015,March,1 North West Metro, Banyule,"8,769","6,954.7"
2015,March,1 North West Metro, Brimbank,"17,428","8,676.7"
2015,March,1 North West Metro, Darebin,"14,319","9,422.0"
2015,March,1 North West Metro, Hobsons Bay,"6,805","7,423.0"
2015,March,1 North West Metro, Hume,"18,137","9,152.0"
2015,March,1 North West Metro, Maribyrnong,"7,921","9,342.7"
2015,March,1 North West Metro, Melbourne,"33,707","24,626.7"
2015,March,1 North West Metro, Melton,"9,901","7,338.7"
2015,March,1 North West Metro, Moonee Valley,"8,881","7,386.6"
2015,March,1 North West Metro, Moreland,"12,846","7,652.4"
2015,March,1 North West Metro, Nillumbik,"2,155","3,384.4"
2015,March,1 North West Metro, Whittlesea,"13,272","6,742.3"
2015,March,1 North West Metro, Wyndham,"12,808","5,990.2"
2015,March,1 North West Metro, Yarra,"12,836","14,274.4"
2015,March,1 North West Metro,Total,"179,785","9,090.6"
2015,March,2 Eastern, Alpine,526,"4,232.0"
2015,March,2 Eastern, Bass Coast,"2,610","8,012.0"
2015,March,2 Eastern, Baw Baw,"3,510","7,337.4"
2015,March,2 Eastern, Benalla,"1,133","8,137.6"
2015,March,2 Eastern, Boroondara,"6,649","3,804.8"
2015,March,2 Eastern, East Gippsland,"3,978","8,866.0"
2015,March,2 Eastern, Greater Shepparton,"7,343","11,386.4"
2015,March,2 Eastern, Indigo,436,"2,738.3"
2015,March,2 Eastern, Knox,"9,578","6,035.3"
2015,March,2 Eastern, Latrobe,"12,395","16,690.0"
2015,March,2 Eastern, Manningham,"4,015","3,324.1"
2015,March,2 Eastern, Mansfield,459,"5,381.0"
2015,March,2 Eastern, Maroondah,"7,608","6,731.4"
2015,March,2 Eastern, Mitchell,"3,379","8,392.1"
2015,March,2 Eastern, Moira,"1,464","4,998.6"
2015,March,2 Eastern, Monash,"9,031","4,773.9"
2015,March,2 Eastern, Murrindindi,614,"4,433.9"
2015,March,2 Eastern, South Gippsland,"1,279","4,443.9"
2015,March,2 Eastern, Strathbogie,481,"4,727.3"
2015,March,2 Eastern, Towong,183,"3,047.5"
2015,March,2 Eastern, Wangaratta,"2,378","8,449.7"
2015,March,2 Eastern, Wellington,"3,984","9,228.2"
2015,March,2 Eastern, Whitehorse,"7,437","4,461.9"
2015,March,2 Eastern, Wodonga,"3,226","8,224.8"
2015,March,2 Eastern, Yarra Ranges,"7,114","4,637.8"
2015,March,2 Eastern,Total,"100,810","6,183.7"
2015,March,3 Southern Metro, Bayside,"4,315","4,261.0"
2015,March,3 Southern Metro, Cardinia,"5,705","6,181.1"
2015,March,3 Southern Metro, Casey,"18,374","6,134.3"
2015,March,3 Southern Metro, Frankston,"14,402","10,452.1"
2015,March,3 Southern Metro, Glen Eira,"5,601","3,838.3"
2015,March,3 Southern Metro, Greater Dandenong,"16,073","10,299.2"
2015,March,3 Southern Metro, Kingston,"9,510","6,086.6"
2015,March,3 Southern Metro, Mornington Peninsula,"10,231","6,441.4"
2015,March,3 Southern Metro, Port Phillip,"11,915","11,200.3"
2015,March,3 Southern Metro, Stonnington,"9,958","9,218.0"
2015,March,3 Southern Metro,Total,"106,084","7,254.3"
2015,March,4 Western, Ararat,"1,102","9,464.1"
2015,March,4 Western, Ballarat,"10,290","10,140.0"
2015,March,4 Western, Buloke,232,"3,679.0"
2015,March,4 Western, Campaspe,"2,928","7,822.8"
2015,March,4 Western, Central Goldfields,"1,091","8,424.7"
2015,March,4 Western, Colac-Otway,"1,382","6,509.7"
2015,March,4 Western, Corangamite,613,"3,766.7"
2015,March,4 Western, Gannawarra,544,"5,163.2"
2015,March,4 Western, Glenelg,"1,795","9,101.5"
2015,March,4 Western, Golden Plains,620,"2,898.8"
2015,March,4 Western, Greater Bendigo,"8,514","7,746.5"
2015,March,4 Western, Greater Geelong,"18,741","8,045.9"
2015,March,4 Western, Hepburn,630,"4,108.5"
2015,March,4 Western, Hindmarsh,222,"3,822.3"
2015,March,4 Western, Horsham,"2,575","13,010.3"
2015,March,4 Western, Loddon,325,"4,315.5"
2015,March,4 Western, Macedon Ranges,"2,061","4,444.4"
2015,March,4 Western, Mildura,"5,867","10,833.5"
2015,March,4 Western, Moorabool,"1,970","6,205.1"
2015,March,4 Western, Mount Alexander,"1,006","5,352.8"
2015,March,4 Western, Moyne,637,"3,839.4"
2015,March,4 Western, Northern Grampians,"1,042","8,948.8"
2015,March,4 Western, Pyrenees,466,"6,491.2"
2015,March,4 Western, Queenscliffe,119,"4,057.3"
2015,March,4 Western, Southern Grampians,935,"5,785.2"
2015,March,4 Western, Surf Coast,"1,306","4,408.4"
2015,March,4 Western, Swan Hill,"2,214","10,596.9"
2015,March,4 Western, Warrnambool,"2,977","8,754.6"
2015,March,4 Western, West Wimmera,140,"3,522.9"
2015,March,4 Western, Yarriambiack,394,"5,772.0"
2015,March,4 Western,Total,"72,738","7,647.3"
2015,March,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,"1,091",
2015,March,Justice Institutions and Immigration Facilities,Total,"1,091",
2015,March,Unincorporated Vic, Unincorporated Vic,114,
2015,March,Unincorporated Vic,Total,114,
2014,March,1 North West Metro, Banyule,"9,962","7,962.8"
2014,March,1 North West Metro, Brimbank,"19,426","9,788.0"
2014,March,1 North West Metro, Darebin,"13,235","8,852.2"
2014,March,1 North West Metro, Hobsons Bay,"6,788","7,507.4"
2014,March,1 North West Metro, Hume,"16,246","8,493.4"
2014,March,1 North West Metro, Maribyrnong,"8,633","10,468.9"
2014,March,1 North West Metro, Melbourne,"32,575","25,454.2"
2014,March,1 North West Metro, Melton,"9,330","7,215.3"
2014,March,1 North West Metro, Moonee Valley,"7,947","6,748.3"
2014,March,1 North West Metro, Moreland,"12,581","7,666.7"
2014,March,1 North West Metro, Nillumbik,"2,124","3,348.4"
2014,March,1 North West Metro, Whittlesea,"13,382","7,121.9"
2014,March,1 North West Metro, Wyndham,"12,860","6,381.8"
2014,March,1 North West Metro, Yarra,"11,889","13,629.8"
2014,March,1 North West Metro,Total,"176,978","9,234.6"
2014,March,2 Eastern, Alpine,465,"3,763.7"
2014,March,2 Eastern, Bass Coast,"2,639","8,268.3"
2014,March,2 Eastern, Baw Baw,"3,614","7,748.0"
2014,March,2 Eastern, Benalla,"1,125","8,094.7"
2014,March,2 Eastern, Boroondara,"7,142","4,136.5"
2014,March,2 Eastern, East Gippsland,"3,927","8,869.2"
2014,March,2 Eastern, Greater Shepparton,"6,751","10,561.8"
2014,March,2 Eastern, Indigo,534,"3,394.4"
2014,March,2 Eastern, Knox,"9,935","6,310.6"
2014,March,2 Eastern, Latrobe,"10,572","14,260.7"
2014,March,2 Eastern, Manningham,"4,324","3,620.3"
2014,March,2 Eastern, Mansfield,440,"5,241.2"
2014,March,2 Eastern, Maroondah,"7,345","6,592.1"
2014,March,2 Eastern, Mitchell,"3,070","7,854.9"
2014,March,2 Eastern, Moira,"1,456","5,003.4"
2014,March,2 Eastern, Monash,"9,188","4,935.8"
2014,March,2 Eastern, Murrindindi,737,"5,384.7"
2014,March,2 Eastern, South Gippsland,"1,241","4,351.2"
2014,March,2 Eastern, Strathbogie,520,"5,190.7"
2014,March,2 Eastern, Towong,307,"5,132.1"
2014,March,2 Eastern, Wangaratta,"2,495","8,954.8"
2014,March,2 Eastern, Wellington,"4,236","9,863.1"
2014,March,2 Eastern, Whitehorse,"7,106","4,324.5"
2014,March,2 Eastern, Wodonga,"2,943","7,670.3"
2014,March,2 Eastern, Yarra Ranges,"6,932","4,561.5"
2014,March,2 Eastern,Total,"99,044","6,150.9"
2014,March,3 Southern Metro, Bayside,"4,318","4,326.8"
2014,March,3 Southern Metro, Cardinia,"6,168","7,003.5"
2014,March,3 Southern Metro, Casey,"16,123","5,599.5"
2014,March,3 Southern Metro, Frankston,"15,149","11,124.2"
2014,March,3 Southern Metro, Glen Eira,"5,750","4,001.6"
2014,March,3 Southern Metro, Greater Dandenong,"16,261","10,688.5"
2014,March,3 Southern Metro, Kingston,"9,670","6,270.7"
2014,March,3 Southern Metro, Mornington Peninsula,"9,922","6,339.9"
2014,March,3 Southern Metro, Port Phillip,"11,364","10,879.7"
2014,March,3 Southern Metro, Stonnington,"9,444","8,918.4"
2014,March,3 Southern Metro,Total,"104,169","7,290.3"
2014,March,4 Western, Ararat,"1,268","10,968.9"
2014,March,4 Western, Ballarat,"10,465","10,474.0"
2014,March,4 Western, Buloke,217,"3,425.4"
2014,March,4 Western, Campaspe,"2,686","7,193.7"
2014,March,4 Western, Central Goldfields,"1,053","8,172.9"
2014,March,4 Western, Colac-Otway,"1,536","7,268.9"
2014,March,4 Western, Corangamite,713,"4,363.5"
2014,March,4 Western, Gannawarra,573,"5,439.5"
2014,March,4 Western, Glenelg,"1,572","7,957.5"
2014,March,4 Western, Golden Plains,508,"2,430.7"
2014,March,4 Western, Greater Bendigo,"8,417","7,796.8"
2014,March,4 Western, Greater Geelong,"17,178","7,542.7"
2014,March,4 Western, Hepburn,612,"4,030.6"
2014,March,4 Western, Hindmarsh,240,"4,106.8"
2014,March,4 Western, Horsham,"1,881","9,525.0"
2014,March,4 Western, Loddon,594,"7,906.3"
2014,March,4 Western, Macedon Ranges,"1,971","4,334.6"
2014,March,4 Western, Mildura,"5,896","10,972.0"
2014,March,4 Western, Moorabool,"1,852","5,961.5"
2014,March,4 Western, Mount Alexander,890,"4,810.6"
2014,March,4 Western, Moyne,578,"3,500.5"
2014,March,4 Western, Northern Grampians,"1,975","16,770.0"
2014,March,4 Western, Pyrenees,439,"6,229.6"
2014,March,4 Western, Queenscliffe,105,"3,535.4"
2014,March,4 Western, Southern Grampians,"1,176","7,234.7"
2014,March,4 Western, Surf Coast,"1,288","4,460.8"
2014,March,4 Western, Swan Hill,"1,883","8,992.4"
2014,March,4 Western, Warrnambool,"2,584","7,661.1"
2014,March,4 Western, West Wimmera,199,"4,928.2"
2014,March,4 Western, Yarriambiack,271,"3,913.9"
2014,March,4 Western,Total,"70,620","7,524.6"
2014,March,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,"1,291",
2014,March,Justice Institutions and Immigration Facilities,Total,"1,291",
2014,March,Unincorporated Vic, Unincorporated Vic,72,
2014,March,Unincorporated Vic,Total,72,
2013,March,1 North West Metro, Banyule,"7,286","5,861.0"
2013,March,1 North West Metro, Brimbank,"18,643","9,503.5"
2013,March,1 North West Metro, Darebin,"11,061","7,510.6"
2013,March,1 North West Metro, Hobsons Bay,"6,927","7,766.7"
2013,March,1 North West Metro, Hume,"15,350","8,303.0"
2013,March,1 North West Metro, Maribyrnong,"8,620","10,804.4"
2013,March,1 North West Metro, Melbourne,"33,752","28,432.1"
2013,March,1 North West Metro, Melton,"8,426","6,798.7"
2013,March,1 North West Metro, Moonee Valley,"8,267","7,159.8"
2013,March,1 North West Metro, Moreland,"11,674","7,283.4"
2013,March,1 North West Metro, Nillumbik,"1,919","3,037.6"
2013,March,1 North West Metro, Whittlesea,"12,267","6,842.7"
2013,March,1 North West Metro, Wyndham,"12,575","6,611.1"
2013,March,1 North West Metro, Yarra,"10,487","12,490.2"
2013,March,1 North West Metro,Total,"167,254","9,008.6"
2013,March,2 Eastern, Alpine,390,"3,175.1"
2013,March,2 Eastern, Bass Coast,"2,228","7,111.2"
2013,March,2 Eastern, Baw Baw,"2,809","6,156.4"
2013,March,2 Eastern, Benalla,958,"6,903.0"
2013,March,2 Eastern, Boroondara,"6,726","3,945.2"
2013,March,2 Eastern, East Gippsland,"3,484","7,952.7"
2013,March,2 Eastern, Greater Shepparton,"5,736","9,069.6"
2013,March,2 Eastern, Indigo,428,"2,742.7"
2013,March,2 Eastern, Knox,"8,385","5,363.1"
2013,March,2 Eastern, Latrobe,"10,093","13,616.4"
2013,March,2 Eastern, Manningham,"3,576","3,021.4"
2013,March,2 Eastern, Mansfield,305,"3,685.4"
2013,March,2 Eastern, Maroondah,"6,372","5,804.3"
2013,March,2 Eastern, Mitchell,"2,546","6,737.6"
2013,March,2 Eastern, Moira,"1,279","4,424.8"
2013,March,2 Eastern, Monash,"8,839","4,823.3"
2013,March,2 Eastern, Murrindindi,603,"4,445.9"
2013,March,2 Eastern, South Gippsland,"1,221","4,318.6"
2013,March,2 Eastern, Strathbogie,496,"5,026.9"
2013,March,2 Eastern, Towong,239,"4,009.4"
2013,March,2 Eastern, Wangaratta,"2,264","8,188.1"
2013,March,2 Eastern, Wellington,"3,580","8,380.0"
2013,March,2 Eastern, Whitehorse,"7,193","4,437.9"
2013,March,2 Eastern, Wodonga,"3,017","8,029.3"
2013,March,2 Eastern, Yarra Ranges,"6,245","4,138.4"
2013,March,2 Eastern,Total,"89,012","5,592.3"
2013,March,3 Southern Metro, Bayside,"4,031","4,102.7"
2013,March,3 Southern Metro, Cardinia,"5,070","5,993.5"
2013,March,3 Southern Metro, Casey,"15,004","5,396.7"
2013,March,3 Southern Metro, Frankston,"13,223","9,842.1"
2013,March,3 Southern Metro, Glen Eira,"5,703","4,037.2"
2013,March,3 Southern Metro, Greater Dandenong,"15,187","10,226.8"
2013,March,3 Southern Metro, Kingston,"8,963","5,883.7"
2013,March,3 Southern Metro, Mornington Peninsula,"9,154","5,944.1"
2013,March,3 Southern Metro, Port Phillip,"11,054","10,820.7"
2013,March,3 Southern Metro, Stonnington,"8,603","8,313.1"
2013,March,3 Southern Metro,Total,"95,992","6,871.5"
2013,March,4 Western, Ararat,"1,142","9,939.1"
2013,March,4 Western, Ballarat,"9,210","9,365.1"
2013,March,4 Western, Buloke,284,"4,445.8"
2013,March,4 Western, Campaspe,"2,555","6,865.9"
2013,March,4 Western, Central Goldfields,988,"7,709.7"
2013,March,4 Western, Colac-Otway,"1,365","6,489.2"
2013,March,4 Western, Corangamite,756,"4,606.9"
2013,March,4 Western, Gannawarra,511,"4,854.6"
2013,March,4 Western, Glenelg,"1,270","6,415.1"
2013,March,4 Western, Golden Plains,508,"2,494.8"
2013,March,4 Western, Greater Bendigo,"7,918","7,472.8"
2013,March,4 Western, Greater Geelong,"15,788","7,068.5"
2013,March,4 Western, Hepburn,638,"4,247.1"
2013,March,4 Western, Hindmarsh,250,"4,272.0"
2013,March,4 Western, Horsham,"2,688","13,648.8"
2013,March,4 Western, Loddon,389,"5,174.2"
2013,March,4 Western, Macedon Ranges,"1,624","3,641.7"
2013,March,4 Western, Mildura,"5,359","10,081.6"
2013,March,4 Western, Moorabool,"1,671","5,494.9"
2013,March,4 Western, Mount Alexander,855,"4,685.7"
2013,March,4 Western, Moyne,584,"3,554.3"
2013,March,4 Western, Northern Grampians,930,"7,828.3"
2013,March,4 Western, Pyrenees,343,"4,943.8"
2013,March,4 Western, Queenscliffe,99,"3,297.8"
2013,March,4 Western, Southern Grampians,954,"5,833.1"
2013,March,4 Western, Surf Coast,"1,254","4,442.4"
2013,March,4 Western, Swan Hill,"1,740","8,284.5"
2013,March,4 Western, Warrnambool,"2,350","7,031.1"
2013,March,4 Western, West Wimmera,147,"3,564.5"
2013,March,4 Western, Yarriambiack,396,"5,631.4"
2013,March,4 Western,Total,"64,566","6,968.0"
2013,March,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,"1,132",
2013,March,Justice Institutions and Immigration Facilities,Total,"1,132",
2013,March,Unincorporated Vic, Unincorporated Vic,124,
2013,March,Unincorporated Vic,Total,124,