Postcode,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
3351,20266.0,20422.0,20678.0,21023.0,21475.0,21958.0,22246.0,22579.0,23054.0,23495.0,23928.0,24458.0,25092.0,25744.0,26359.0,27116.0,27823.0,28663.0,29838.0,31062.0,32404.0
3352,60665.0,61069.0,61593.0,62137.0,62938.0,63700.0,64472.0,65522.0,67034.0,68389.0,69916.0,71441.0,73055.0,74565.0,76158.0,78059.0,79927.0,81985.0,84370.0,86837.0,89644.0
3355,24852.0,24963.0,25176.0,25284.0,25297.0,25319.0,25441.0,25814.0,26194.0,26566.0,26838.0,26982.0,27059.0,27073.0,27079.0,27127.0,27194.0,27293.0,27471.0,27425.0,27390.0
3356,9910.0,10317.0,10664.0,10945.0,11352.0,11802.0,12240.0,12621.0,13171.0,13593.0,14290.0,15080.0,15981.0,16921.0,17885.0,19047.0,20256.0,21694.0,23284.0,25208.0,27463.0
3357,5320.0,5399.0,5557.0,5620.0,5857.0,6037.0,6131.0,6252.0,6431.0,6595.0,6725.0,6854.0,6984.0,7082.0,7191.0,7311.0,7407.0,7413.0,7452.0,7369.0,7232.0
3360,7684.0,7709.0,7712.0,7724.0,7769.0,7794.0,7816.0,7840.0,7901.0,7950.0,7988.0,8150.0,8331.0,8535.0,8761.0,8994.0,9092.0,9132.0,9314.0,9422.0,9486.0
3361,3809.0,3801.0,3800.0,3809.0,3821.0,3838.0,3843.0,3852.0,3869.0,3882.0,3886.0,3955.0,4047.0,4172.0,4317.0,4454.0,4483.0,4444.0,4536.0,4598.0,4618.0
3363,15668.0,15584.0,15521.0,15555.0,15369.0,15362.0,15410.0,15615.0,15855.0,16009.0,16092.0,16274.0,16468.0,16636.0,16799.0,16987.0,17148.0,17334.0,17517.0,17729.0,17906.0
3364,21018.0,20899.0,20841.0,20877.0,20720.0,20733.0,20791.0,21019.0,21318.0,21494.0,21580.0,21803.0,22050.0,22267.0,22491.0,22748.0,23014.0,23324.0,23631.0,23965.0,24243.0
3370,7467.0,7423.0,7402.0,7395.0,7332.0,7316.0,7351.0,7388.0,7421.0,7473.0,7503.0,7573.0,7639.0,7702.0,7781.0,7870.0,7910.0,7954.0,7981.0,8016.0,8036.0
3371,10618.0,10586.0,10584.0,10597.0,10579.0,10610.0,10647.0,10681.0,10754.0,10816.0,10850.0,10915.0,10976.0,11024.0,11098.0,11193.0,11259.0,11343.0,11398.0,11456.0,11534.0
3373,3809.0,3801.0,3800.0,3809.0,3821.0,3838.0,3843.0,3852.0,3869.0,3882.0,3886.0,3955.0,4047.0,4172.0,4317.0,4454.0,4483.0,4444.0,4536.0,4598.0,4618.0
3374,8778.0,8751.0,8662.0,8568.0,8500.0,8370.0,8405.0,8427.0,8451.0,8466.0,8453.0,8378.0,8328.0,8296.0,8239.0,8225.0,8245.0,8272.0,8313.0,8373.0,8465.0
3375,3809.0,3801.0,3800.0,3809.0,3821.0,3838.0,3843.0,3852.0,3869.0,3882.0,3886.0,3955.0,4047.0,4172.0,4317.0,4454.0,4483.0,4444.0,4536.0,4598.0,4618.0
3377,20079.0,20053.0,19966.0,19884.0,19851.0,19769.0,19753.0,19792.0,19905.0,19970.0,19968.0,19940.0,19918.0,19896.0,19880.0,19934.0,19995.0,20081.0,20185.0,20351.0,20431.0
3380,8778.0,8751.0,8662.0,8568.0,8500.0,8370.0,8405.0,8427.0,8451.0,8466.0,8453.0,8378.0,8328.0,8296.0,8239.0,8225.0,8245.0,8272.0,8313.0,8373.0,8465.0
3381,8778.0,8751.0,8662.0,8568.0,8500.0,8370.0,8405.0,8427.0,8451.0,8466.0,8453.0,8378.0,8328.0,8296.0,8239.0,8225.0,8245.0,8272.0,8313.0,8373.0,8465.0
3384,16004.0,15945.0,15795.0,15649.0,15573.0,15385.0,15405.0,15392.0,15462.0,15467.0,15411.0,15320.0,15225.0,15106.0,14969.0,14901.0,14945.0,15022.0,15122.0,15236.0,15392.0
3385,16892.0,16774.0,16580.0,16348.0,16154.0,15922.0,15855.0,15805.0,15803.0,15714.0,15573.0,15421.0,15308.0,15169.0,15014.0,14918.0,14890.0,14906.0,14924.0,14948.0,14919.0
3387,12853.0,12782.0,12613.0,12447.0,12326.0,12091.0,12109.0,12099.0,12129.0,12124.0,12064.0,11978.0,11888.0,11784.0,11652.0,11578.0,11596.0,11633.0,11705.0,11796.0,11894.0
3388,12189.0,12054.0,11869.0,11659.0,11480.0,11273.0,11154.0,11050.0,11030.0,10906.0,10731.0,10643.0,10540.0,10361.0,10188.0,10046.0,9996.0,9995.0,10003.0,9998.0,9883.0
3390,8114.0,8023.0,7918.0,7780.0,7654.0,7552.0,7450.0,7378.0,7352.0,7248.0,7120.0,7043.0,6980.0,6873.0,6775.0,6693.0,6645.0,6634.0,6611.0,6575.0,6454.0
3391,8114.0,8023.0,7918.0,7780.0,7654.0,7552.0,7450.0,7378.0,7352.0,7248.0,7120.0,7043.0,6980.0,6873.0,6775.0,6693.0,6645.0,6634.0,6611.0,6575.0,6454.0
3392,8114.0,8023.0,7918.0,7780.0,7654.0,7552.0,7450.0,7378.0,7352.0,7248.0,7120.0,7043.0,6980.0,6873.0,6775.0,6693.0,6645.0,6634.0,6611.0,6575.0,6454.0
3393,23335.0,23133.0,22863.0,22536.0,22285.0,22061.0,21819.0,21624.0,21542.0,21244.0,20858.0,20700.0,20525.0,20307.0,20105.0,19938.0,19783.0,19735.0,19652.0,19614.0,19495.0
3395,23335.0,23133.0,22863.0,22536.0,22285.0,22061.0,21819.0,21624.0,21542.0,21244.0,20858.0,20700.0,20525.0,20307.0,20105.0,19938.0,19783.0,19735.0,19652.0,19614.0,19495.0
3396,8114.0,8023.0,7918.0,7780.0,7654.0,7552.0,7450.0,7378.0,7352.0,7248.0,7120.0,7043.0,6980.0,6873.0,6775.0,6693.0,6645.0,6634.0,6611.0,6575.0,6454.0
3400,14767.0,14767.0,14766.0,14858.0,14979.0,15226.0,15386.0,15554.0,15748.0,15918.0,16099.0,16170.0,16245.0,16307.0,16363.0,16462.0,16551.0,16615.0,16733.0,16913.0,16944.0
3401,40960.0,40728.0,40483.0,40217.0,40074.0,40106.0,40063.0,40066.0,40179.0,40015.0,39828.0,39684.0,39535.0,39335.0,39125.0,39040.0,39042.0,39086.0,39185.0,39368.0,39317.0
3407,6728.0,6699.0,6688.0,6636.0,6634.0,6635.0,6638.0,6626.0,6604.0,6495.0,6437.0,6378.0,6312.0,6251.0,6184.0,6143.0,6146.0,6165.0,6182.0,6209.0,6264.0
3409,3353.0,3303.0,3270.0,3215.0,3174.0,3143.0,3088.0,3047.0,3018.0,2974.0,2902.0,2871.0,2842.0,2806.0,2780.0,2782.0,2784.0,2783.0,2781.0,2782.0,2748.0
3412,3353.0,3303.0,3270.0,3215.0,3174.0,3143.0,3088.0,3047.0,3018.0,2974.0,2902.0,2871.0,2842.0,2806.0,2780.0,2782.0,2784.0,2783.0,2781.0,2782.0,2748.0
3413,3353.0,3303.0,3270.0,3215.0,3174.0,3143.0,3088.0,3047.0,3018.0,2974.0,2902.0,2871.0,2842.0,2806.0,2780.0,2782.0,2784.0,2783.0,2781.0,2782.0,2748.0
3414,7998.0,7936.0,7841.0,7728.0,7633.0,7550.0,7501.0,7461.0,7457.0,7380.0,7270.0,7222.0,7156.0,7098.0,7023.0,6960.0,6916.0,6889.0,6878.0,6889.0,6907.0
3415,7998.0,7936.0,7841.0,7728.0,7633.0,7550.0,7501.0,7461.0,7457.0,7380.0,7270.0,7222.0,7156.0,7098.0,7023.0,6960.0,6916.0,6889.0,6878.0,6889.0,6907.0
3418,7998.0,7936.0,7841.0,7728.0,7633.0,7550.0,7501.0,7461.0,7457.0,7380.0,7270.0,7222.0,7156.0,7098.0,7023.0,6960.0,6916.0,6889.0,6878.0,6889.0,6907.0
3419,7998.0,7936.0,7841.0,7728.0,7633.0,7550.0,7501.0,7461.0,7457.0,7380.0,7270.0,7222.0,7156.0,7098.0,7023.0,6960.0,6916.0,6889.0,6878.0,6889.0,6907.0
3420,7998.0,7936.0,7841.0,7728.0,7633.0,7550.0,7501.0,7461.0,7457.0,7380.0,7270.0,7222.0,7156.0,7098.0,7023.0,6960.0,6916.0,6889.0,6878.0,6889.0,6907.0
3423,7998.0,7936.0,7841.0,7728.0,7633.0,7550.0,7501.0,7461.0,7457.0,7380.0,7270.0,7222.0,7156.0,7098.0,7023.0,6960.0,6916.0,6889.0,6878.0,6889.0,6907.0
3424,16112.0,15959.0,15759.0,15508.0,15287.0,15102.0,14951.0,14839.0,14809.0,14628.0,14390.0,14265.0,14136.0,13971.0,13798.0,13653.0,13561.0,13523.0,13489.0,13464.0,13361.0
3428,9950.0,10178.0,10573.0,11173.0,11636.0,12028.0,12248.0,12535.0,12902.0,13243.0,13543.0,13732.0,13991.0,14584.0,15629.0,17123.0,18256.0,19464.0,20298.0,21238.0,22391.0
3429,19337.0,19680.0,20251.0,20992.0,21674.0,22033.0,22573.0,23141.0,23730.0,24105.0,24452.0,24860.0,25175.0,25533.0,26020.0,26550.0,26935.0,27338.0,27724.0,28056.0,28118.0
3430,17707.0,18017.0,18597.0,19331.0,19953.0,20308.0,20749.0,21113.0,21546.0,21800.0,21904.0,22071.0,22179.0,22377.0,22559.0,22901.0,23225.0,23536.0,23982.0,24432.0,24618.0
3431,3471.0,3475.0,3500.0,3554.0,3565.0,3648.0,3697.0,3749.0,3801.0,3842.0,3882.0,3929.0,4008.0,4066.0,4113.0,4174.0,4247.0,4293.0,4334.0,4433.0,4494.0
3432,7425.0,7509.0,7656.0,7839.0,7989.0,8098.0,8207.0,8336.0,8585.0,8750.0,8832.0,8994.0,9091.0,9248.0,9389.0,9663.0,9893.0,10093.0,10360.0,10595.0,10832.0
3433,7425.0,7509.0,7656.0,7839.0,7989.0,8098.0,8207.0,8336.0,8585.0,8750.0,8832.0,8994.0,9091.0,9248.0,9389.0,9663.0,9893.0,10093.0,10360.0,10595.0,10832.0
3434,10896.0,10984.0,11156.0,11393.0,11554.0,11746.0,11904.0,12085.0,12386.0,12592.0,12714.0,12923.0,13099.0,13314.0,13502.0,13837.0,14140.0,14386.0,14694.0,15028.0,15326.0
3435,15366.0,15496.0,15669.0,15938.0,16183.0,16341.0,16574.0,16831.0,17253.0,17535.0,17727.0,18130.0,18418.0,18751.0,19045.0,19445.0,19811.0,20153.0,20566.0,20948.0,21326.0
3437,18486.0,18643.0,18756.0,18975.0,19220.0,19402.0,19641.0,20003.0,20528.0,20821.0,21267.0,21755.0,22188.0,22674.0,23234.0,23880.0,24356.0,24833.0,25223.0,25449.0,25780.0
3438,9055.0,9172.0,9310.0,9500.0,9710.0,9823.0,10031.0,10364.0,10769.0,11055.0,11380.0,11783.0,12087.0,12404.0,12850.0,13312.0,13603.0,13895.0,14102.0,14219.0,14332.0
3440,9431.0,9471.0,9446.0,9475.0,9510.0,9579.0,9610.0,9639.0,9759.0,9766.0,9887.0,9972.0,10101.0,10270.0,10384.0,10568.0,10753.0,10938.0,11121.0,11230.0,11448.0
3441,6987.0,6974.0,6972.0,7028.0,7017.0,7107.0,7129.0,7140.0,7175.0,7171.0,7190.0,7283.0,7402.0,7509.0,7589.0,7699.0,7782.0,7832.0,7871.0,7964.0,8034.0
3442,21281.0,21468.0,21643.0,21939.0,22241.0,22461.0,22752.0,23079.0,23638.0,23972.0,24306.0,24748.0,25125.0,25578.0,25953.0,26488.0,27029.0,27552.0,28150.0,28647.0,29234.0
3444,20037.0,20049.0,20050.0,20226.0,20197.0,20251.0,20400.0,20726.0,21145.0,21404.0,21594.0,22044.0,22446.0,22805.0,23126.0,23428.0,23761.0,24130.0,24525.0,24959.0,25387.0
3446,16142.0,16148.0,16132.0,16259.0,16231.0,16289.0,16426.0,16722.0,17102.0,17321.0,17484.0,17837.0,18156.0,18437.0,18674.0,18899.0,19156.0,19440.0,19742.0,20066.0,20364.0
3447,16142.0,16148.0,16132.0,16259.0,16231.0,16289.0,16426.0,16722.0,17102.0,17321.0,17484.0,17837.0,18156.0,18437.0,18674.0,18899.0,19156.0,19440.0,19742.0,20066.0,20364.0
3450,9358.0,9433.0,9570.0,9592.0,9603.0,9626.0,9691.0,9746.0,9794.0,9860.0,9920.0,10006.0,10134.0,10308.0,10545.0,10770.0,10882.0,11004.0,11131.0,11257.0,11285.0
3451,17559.0,17594.0,17689.0,17752.0,17640.0,17672.0,17750.0,17973.0,18228.0,18396.0,18509.0,18707.0,18963.0,19242.0,19563.0,19887.0,20120.0,20384.0,20667.0,20970.0,21155.0
3458,22057.0,22120.0,22106.0,22260.0,22289.0,22409.0,22604.0,22970.0,23487.0,23758.0,24063.0,24455.0,24863.0,25264.0,25582.0,25942.0,26374.0,26839.0,27326.0,27765.0,28272.0
3460,8201.0,8161.0,8119.0,8160.0,8037.0,8046.0,8059.0,8227.0,8434.0,8536.0,8589.0,8701.0,8829.0,8934.0,9018.0,9117.0,9238.0,9380.0,9536.0,9713.0,9870.0
3461,21492.0,21463.0,21452.0,21581.0,21582.0,21660.0,21807.0,22126.0,22565.0,22806.0,22972.0,23366.0,23738.0,24068.0,24366.0,24660.0,25022.0,25430.0,25856.0,26302.0,26701.0
3463,8033.0,7954.0,7851.0,7703.0,7606.0,7513.0,7464.0,7397.0,7324.0,7234.0,7111.0,7103.0,7093.0,7083.0,7085.0,7098.0,7106.0,7130.0,7156.0,7178.0,7230.0
3465,14968.0,14932.0,14847.0,14734.0,14670.0,14589.0,14599.0,14584.0,14684.0,14693.0,14632.0,14692.0,14706.0,14675.0,14645.0,14677.0,14757.0,14882.0,14955.0,14978.0,15043.0
3467,3151.0,3163.0,3182.0,3202.0,3247.0,3294.0,3296.0,3293.0,3333.0,3343.0,3347.0,3342.0,3337.0,3322.0,3317.0,3323.0,3349.0,3389.0,3417.0,3440.0,3498.0
3468,6960.0,6964.0,6982.0,7011.0,7068.0,7132.0,7139.0,7145.0,7202.0,7225.0,7233.0,7297.0,7384.0,7494.0,7634.0,7777.0,7832.0,7833.0,7953.0,8038.0,8116.0
3469,6960.0,6964.0,6982.0,7011.0,7068.0,7132.0,7139.0,7145.0,7202.0,7225.0,7233.0,7297.0,7384.0,7494.0,7634.0,7777.0,7832.0,7833.0,7953.0,8038.0,8116.0
3472,8033.0,7954.0,7851.0,7703.0,7606.0,7513.0,7464.0,7397.0,7324.0,7234.0,7111.0,7103.0,7093.0,7083.0,7085.0,7098.0,7106.0,7130.0,7156.0,7178.0,7230.0
3475,12108.0,11985.0,11802.0,11582.0,11432.0,11234.0,11168.0,11069.0,11002.0,10892.0,10722.0,10703.0,10653.0,10571.0,10498.0,10451.0,10457.0,10491.0,10548.0,10601.0,10659.0
3477,22482.0,22322.0,22088.0,21812.0,21677.0,21487.0,21332.0,21147.0,21068.0,20851.0,20537.0,20480.0,20379.0,20229.0,20122.0,20059.0,20028.0,20092.0,20128.0,20191.0,20291.0
3478,14449.0,14368.0,14237.0,14109.0,14071.0,13974.0,13868.0,13750.0,13744.0,13617.0,13426.0,13377.0,13286.0,13146.0,13037.0,12961.0,12922.0,12962.0,12972.0,13013.0,13061.0
3480,19412.0,19228.0,18973.0,18687.0,18478.0,18232.0,18022.0,17835.0,17763.0,17522.0,17199.0,17078.0,16929.0,16697.0,16495.0,16331.0,16218.0,16207.0,16166.0,16148.0,16017.0
3482,7223.0,7174.0,7104.0,7028.0,6998.0,6959.0,6868.0,6785.0,6733.0,6616.0,6468.0,6435.0,6389.0,6336.0,6307.0,6285.0,6222.0,6212.0,6163.0,6150.0,6134.0
3483,7223.0,7174.0,7104.0,7028.0,6998.0,6959.0,6868.0,6785.0,6733.0,6616.0,6468.0,6435.0,6389.0,6336.0,6307.0,6285.0,6222.0,6212.0,6163.0,6150.0,6134.0
3485,15337.0,15197.0,15022.0,14808.0,14652.0,14511.0,14318.0,14163.0,14085.0,13864.0,13588.0,13478.0,13369.0,13209.0,13082.0,12978.0,12867.0,12846.0,12774.0,12725.0,12588.0
3487,15337.0,15197.0,15022.0,14808.0,14652.0,14511.0,14318.0,14163.0,14085.0,13864.0,13588.0,13478.0,13369.0,13209.0,13082.0,12978.0,12867.0,12846.0,12774.0,12725.0,12588.0
3488,15337.0,15197.0,15022.0,14808.0,14652.0,14511.0,14318.0,14163.0,14085.0,13864.0,13588.0,13478.0,13369.0,13209.0,13082.0,12978.0,12867.0,12846.0,12774.0,12725.0,12588.0
3489,8114.0,8023.0,7918.0,7780.0,7654.0,7552.0,7450.0,7378.0,7352.0,7248.0,7120.0,7043.0,6980.0,6873.0,6775.0,6693.0,6645.0,6634.0,6611.0,6575.0,6454.0
3491,8114.0,8023.0,7918.0,7780.0,7654.0,7552.0,7450.0,7378.0,7352.0,7248.0,7120.0,7043.0,6980.0,6873.0,6775.0,6693.0,6645.0,6634.0,6611.0,6575.0,6454.0
3496,10721.0,10746.0,10587.0,10526.0,10454.0,10383.0,10247.0,10187.0,10191.0,10161.0,10127.0,10249.0,10370.0,10515.0,10622.0,10767.0,10949.0,11075.0,11135.0,11195.0,11076.0
3498,6263.0,6345.0,6394.0,6440.0,6464.0,6493.0,6522.0,6541.0,6586.0,6597.0,6603.0,6697.0,6782.0,6851.0,6887.0,6945.0,7041.0,7172.0,7315.0,7500.0,7679.0
3500,4834.0,4870.0,4808.0,4826.0,4790.0,4783.0,4698.0,4677.0,4693.0,4682.0,4670.0,4684.0,4708.0,4734.0,4767.0,4820.0,4898.0,4959.0,4983.0,4994.0,4953.0
3501,6263.0,6345.0,6394.0,6440.0,6464.0,6493.0,6522.0,6541.0,6586.0,6597.0,6603.0,6697.0,6782.0,6851.0,6887.0,6945.0,7041.0,7172.0,7315.0,7500.0,7679.0
3505,4834.0,4870.0,4808.0,4826.0,4790.0,4783.0,4698.0,4677.0,4693.0,4682.0,4670.0,4684.0,4708.0,4734.0,4767.0,4820.0,4898.0,4959.0,4983.0,4994.0,4953.0
3515,8033.0,7954.0,7851.0,7703.0,7606.0,7513.0,7464.0,7397.0,7324.0,7234.0,7111.0,7103.0,7093.0,7083.0,7085.0,7098.0,7106.0,7130.0,7156.0,7178.0,7230.0
3516,8033.0,7954.0,7851.0,7703.0,7606.0,7513.0,7464.0,7397.0,7324.0,7234.0,7111.0,7103.0,7093.0,7083.0,7085.0,7098.0,7106.0,7130.0,7156.0,7178.0,7230.0
3517,8033.0,7954.0,7851.0,7703.0,7606.0,7513.0,7464.0,7397.0,7324.0,7234.0,7111.0,7103.0,7093.0,7083.0,7085.0,7098.0,7106.0,7130.0,7156.0,7178.0,7230.0
3518,15256.0,15128.0,14955.0,14731.0,14604.0,14472.0,14332.0,14182.0,14057.0,13850.0,13579.0,13538.0,13482.0,13419.0,13392.0,13383.0,13328.0,13342.0,13319.0,13328.0,13364.0
3520,8033.0,7954.0,7851.0,7703.0,7606.0,7513.0,7464.0,7397.0,7324.0,7234.0,7111.0,7103.0,7093.0,7083.0,7085.0,7098.0,7106.0,7130.0,7156.0,7178.0,7230.0
3523,11635.0,11630.0,11653.0,11691.0,11669.0,11712.0,11726.0,11767.0,11821.0,11863.0,11860.0,12033.0,12177.0,12312.0,12472.0,12653.0,12777.0,12951.0,13118.0,13394.0,13696.0
3525,15256.0,15128.0,14955.0,14731.0,14604.0,14472.0,14332.0,14182.0,14057.0,13850.0,13579.0,13538.0,13482.0,13419.0,13392.0,13383.0,13328.0,13342.0,13319.0,13328.0,13364.0
3527,22881.0,22679.0,22412.0,22075.0,21861.0,21677.0,21369.0,21127.0,20908.0,20563.0,20110.0,20110.0,20081.0,20034.0,20020.0,20044.0,20022.0,20017.0,19944.0,19941.0,20028.0
3529,7223.0,7174.0,7104.0,7028.0,6998.0,6959.0,6868.0,6785.0,6733.0,6616.0,6468.0,6435.0,6389.0,6336.0,6307.0,6285.0,6222.0,6212.0,6163.0,6150.0,6134.0
3530,7223.0,7174.0,7104.0,7028.0,6998.0,6959.0,6868.0,6785.0,6733.0,6616.0,6468.0,6435.0,6389.0,6336.0,6307.0,6285.0,6222.0,6212.0,6163.0,6150.0,6134.0
3531,7223.0,7174.0,7104.0,7028.0,6998.0,6959.0,6868.0,6785.0,6733.0,6616.0,6468.0,6435.0,6389.0,6336.0,6307.0,6285.0,6222.0,6212.0,6163.0,6150.0,6134.0
3533,7223.0,7174.0,7104.0,7028.0,6998.0,6959.0,6868.0,6785.0,6733.0,6616.0,6468.0,6435.0,6389.0,6336.0,6307.0,6285.0,6222.0,6212.0,6163.0,6150.0,6134.0
3537,8033.0,7954.0,7851.0,7703.0,7606.0,7513.0,7464.0,7397.0,7324.0,7234.0,7111.0,7103.0,7093.0,7083.0,7085.0,7098.0,7106.0,7130.0,7156.0,7178.0,7230.0
3540,7625.0,7551.0,7457.0,7344.0,7257.0,7205.0,7037.0,6945.0,6851.0,6713.0,6531.0,6572.0,6599.0,6615.0,6628.0,6661.0,6694.0,6675.0,6625.0,6613.0,6664.0
3542,14848.0,14725.0,14561.0,14372.0,14255.0,14164.0,13905.0,13730.0,13584.0,13329.0,12999.0,13007.0,12988.0,12951.0,12935.0,12946.0,12916.0,12887.0,12788.0,12763.0,12798.0
3544,7223.0,7174.0,7104.0,7028.0,6998.0,6959.0,6868.0,6785.0,6733.0,6616.0,6468.0,6435.0,6389.0,6336.0,6307.0,6285.0,6222.0,6212.0,6163.0,6150.0,6134.0
3549,3709.0,3778.0,3815.0,3809.0,3818.0,3837.0,3776.0,3724.0,3689.0,3671.0,3609.0,3572.0,3543.0,3470.0,3412.0,3382.0,3483.0,3597.0,3700.0,3767.0,3753.0
3550,52678.0,53167.0,53556.0,53654.0,53836.0,54376.0,54988.0,55433.0,55935.0,56546.0,57073.0,57919.0,58993.0,60023.0,60955.0,62057.0,62904.0,63707.0,64648.0,65199.0,65663.0
3551,51505.0,52112.0,52886.0,53561.0,54199.0,55151.0,56240.0,57099.0,57969.0,58911.0,59767.0,61157.0,62716.0,64231.0,65701.0,67427.0,68714.0,69949.0,71330.0,72517.0,73887.0
3555,19500.0,19738.0,20148.0,20383.0,20520.0,20831.0,21248.0,21634.0,22097.0,22609.0,23172.0,23679.0,24101.0,24422.0,24725.0,25102.0,25428.0,25739.0,26048.0,26355.0,26560.0
3556,18332.0,18544.0,18781.0,19068.0,19553.0,20277.0,21049.0,21548.0,22074.0,22754.0,23420.0,24409.0,25644.0,26815.0,27920.0,29199.0,30014.0,30754.0,31532.0,32244.0,32867.0
3557,4429.0,4420.0,4383.0,4356.0,4334.0,4326.0,4284.0,4263.0,4240.0,4200.0,4129.0,4133.0,4119.0,4095.0,4084.0,4076.0,4068.0,4075.0,4089.0,4121.0,4166.0
3558,4429.0,4420.0,4383.0,4356.0,4334.0,4326.0,4284.0,4263.0,4240.0,4200.0,4129.0,4133.0,4119.0,4095.0,4084.0,4076.0,4068.0,4075.0,4089.0,4121.0,4166.0
3559,8116.0,8113.0,8065.0,8024.0,8009.0,8011.0,8031.0,8063.0,8079.0,8072.0,8005.0,8019.0,8012.0,7986.0,7971.0,7971.0,7989.0,8013.0,8033.0,8088.0,8153.0
3561,19057.0,19011.0,18827.0,18777.0,18747.0,18725.0,18720.0,18716.0,18718.0,18662.0,18561.0,18625.0,18689.0,18716.0,18725.0,18784.0,18841.0,18851.0,18873.0,18940.0,18950.0
3562,4370.0,4354.0,4274.0,4274.0,4240.0,4221.0,4139.0,4100.0,4056.0,3935.0,3814.0,3834.0,3840.0,3838.0,3837.0,3855.0,3858.0,3868.0,3845.0,3856.0,3908.0
3563,4370.0,4354.0,4274.0,4274.0,4240.0,4221.0,4139.0,4100.0,4056.0,3935.0,3814.0,3834.0,3840.0,3838.0,3837.0,3855.0,3858.0,3868.0,3845.0,3856.0,3908.0
3564,27914.0,28124.0,28312.0,28353.0,28723.0,28888.0,28934.0,29001.0,29054.0,29068.0,29052.0,29186.0,29363.0,29510.0,29614.0,29777.0,29942.0,30052.0,30205.0,30386.0,30550.0
3565,4370.0,4354.0,4274.0,4274.0,4240.0,4221.0,4139.0,4100.0,4056.0,3935.0,3814.0,3834.0,3840.0,3838.0,3837.0,3855.0,3858.0,3868.0,3845.0,3856.0,3908.0
3566,4370.0,4354.0,4274.0,4274.0,4240.0,4221.0,4139.0,4100.0,4056.0,3935.0,3814.0,3834.0,3840.0,3838.0,3837.0,3855.0,3858.0,3868.0,3845.0,3856.0,3908.0
3567,15658.0,15505.0,15308.0,15047.0,14863.0,14718.0,14501.0,14342.0,14175.0,13947.0,13642.0,13675.0,13692.0,13698.0,13713.0,13759.0,13800.0,13805.0,13781.0,13791.0,13894.0
3568,7625.0,7551.0,7457.0,7344.0,7257.0,7205.0,7037.0,6945.0,6851.0,6713.0,6531.0,6572.0,6599.0,6615.0,6628.0,6661.0,6694.0,6675.0,6625.0,6613.0,6664.0
3570,8033.0,7954.0,7851.0,7703.0,7606.0,7513.0,7464.0,7397.0,7324.0,7234.0,7111.0,7103.0,7093.0,7083.0,7085.0,7098.0,7106.0,7130.0,7156.0,7178.0,7230.0
3571,8033.0,7954.0,7851.0,7703.0,7606.0,7513.0,7464.0,7397.0,7324.0,7234.0,7111.0,7103.0,7093.0,7083.0,7085.0,7098.0,7106.0,7130.0,7156.0,7178.0,7230.0
3572,12403.0,12308.0,12125.0,11977.0,11846.0,11734.0,11603.0,11497.0,11380.0,11169.0,10925.0,10937.0,10933.0,10921.0,10922.0,10953.0,10964.0,10998.0,11001.0,11034.0,11138.0
3573,12403.0,12308.0,12125.0,11977.0,11846.0,11734.0,11603.0,11497.0,11380.0,11169.0,10925.0,10937.0,10933.0,10921.0,10922.0,10953.0,10964.0,10998.0,11001.0,11034.0,11138.0
3575,8033.0,7954.0,7851.0,7703.0,7606.0,7513.0,7464.0,7397.0,7324.0,7234.0,7111.0,7103.0,7093.0,7083.0,7085.0,7098.0,7106.0,7130.0,7156.0,7178.0,7230.0
